locus_tag	ftype	length_bp	gene	EC_number	COG	product
FHHPPBKP_00103	CDS	1254	serS	6.1.1.11	COG0172	Serine--tRNA ligase
FHHPPBKP_00104	CDS	102				hypothetical protein
FHHPPBKP_00105	CDS	438				hypothetical protein
FHHPPBKP_00106	CDS	201				hypothetical protein
FHHPPBKP_00107	CDS	264		1.-.-.-	COG2220	Putative Rieske 2Fe-2S iron-sulfur protein
FHHPPBKP_00108	CDS	204				hypothetical protein
FHHPPBKP_00109	CDS	210				hypothetical protein
FHHPPBKP_00110	CDS	768				hypothetical protein
FHHPPBKP_00111	CDS	387				hypothetical protein
FHHPPBKP_00112	CDS	846	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
FHHPPBKP_00113	CDS	174				hypothetical protein
FHHPPBKP_00114	CDS	372				hypothetical protein
FHHPPBKP_00115	CDS	501				hypothetical protein
FHHPPBKP_00116	CDS	711	erp			Exported repetitive protein
FHHPPBKP_00117	CDS	1242	glf	5.4.99.9	COG0562	UDP-galactopyranose mutase
FHHPPBKP_00118	CDS	1932	glfT2	2.4.1.288	COG1216	Galactofuranosyltransferase GlfT2
FHHPPBKP_00119	CDS	579				hypothetical protein
FHHPPBKP_00120	CDS	894		2.4.2.45	COG0382	Decaprenyl-phosphate phosphoribosyltransferase
FHHPPBKP_00121	CDS	2013	aftB	2.4.2.-		Terminal beta-(1->2)-arabinofuranosyltransferase
FHHPPBKP_00122	CDS	993	fbpA	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85A
FHHPPBKP_00123	CDS	906			COG0627	MPT51/MPB51 antigen
FHHPPBKP_00124	CDS	1011				hypothetical protein
FHHPPBKP_00125	CDS	1890		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD32
FHHPPBKP_00126	CDS	1686	ppsA_1	2.3.1.41	COG3321	Phthiocerol synthesis polyketide synthase type I PpsA
FHHPPBKP_00127	CDS	3231				hypothetical protein
FHHPPBKP_00128	CDS	1554	accD5_1	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
FHHPPBKP_00129	CDS	132				hypothetical protein
FHHPPBKP_00130	CDS	420				hypothetical protein
FHHPPBKP_00131	CDS	285				hypothetical protein
FHHPPBKP_00132	CDS	129				hypothetical protein
FHHPPBKP_00133	CDS	3252	embB	2.4.2.-		putative arabinosyltransferase B
FHHPPBKP_00134	CDS	3336	embA	2.4.2.-		putative arabinosyltransferase A
FHHPPBKP_00135	CDS	192				hypothetical protein
FHHPPBKP_00136	CDS	3213	embC	2.4.2.-		putative arabinosyltransferase C
FHHPPBKP_00137	CDS	1899	aftA	2.4.2.46		Galactan 5-O-arabinofuranosyltransferase
FHHPPBKP_00138	CDS	765	dprE2	1.1.1.333	COG1028	Decaprenylphosphoryl-2-keto-beta-D-erythro-pentose reductase
FHHPPBKP_00139	CDS	1383	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
FHHPPBKP_00140	CDS	411			COG2246	Arabinogalactan biosynthesis recruiting protein
FHHPPBKP_00141	CDS	150			COG0782	putative protein
FHHPPBKP_00142	CDS	270				hypothetical protein
FHHPPBKP_00143	CDS	831				hypothetical protein
FHHPPBKP_00144	CDS	921	glfT1	2.4.1.287	COG1216	Galactofuranosyltransferase GlfT1
FHHPPBKP_00145	CDS	819	tagH	7.5.2.4		Teichoic acids export ATP-binding protein TagH
FHHPPBKP_00146	CDS	537	bpa			Bacterial proteasome activator
FHHPPBKP_00147	CDS	1965				hypothetical protein
FHHPPBKP_00148	CDS	1314			COG0520	putative protein
FHHPPBKP_00149	CDS	1011		1.3.1.103		2-haloacrylate reductase
FHHPPBKP_00150	tRNA	89				tRNA-Ser(tga)
FHHPPBKP_00151	CDS	1236	yfeW_1	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
FHHPPBKP_00152	CDS	837	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
FHHPPBKP_00153	CDS	339				hypothetical protein
FHHPPBKP_00154	CDS	270				hypothetical protein
FHHPPBKP_00155	CDS	414	pat_1	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
FHHPPBKP_00156	CDS	249	pat_2	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
FHHPPBKP_00157	tRNA	92				tRNA-Ser(gct)
FHHPPBKP_00158	tRNA	74				tRNA-Arg(acg)
FHHPPBKP_00159	CDS	180				hypothetical protein
FHHPPBKP_00160	CDS	204				hypothetical protein
FHHPPBKP_00161	CDS	480				hypothetical protein
FHHPPBKP_00162	CDS	153				hypothetical protein
FHHPPBKP_00163	CDS	822				hypothetical protein
FHHPPBKP_00164	CDS	690		2.1.1.-	COG3510	Rhamnosyl O-methyltransferase
FHHPPBKP_00165	CDS	1257		1.3.1.-	COG3268	Trans-acting enoyl reductase
FHHPPBKP_00166	CDS	762		2.1.1.-		Phthiotriol/phenolphthiotriol dimycocerosates methyltransferase
FHHPPBKP_00167	CDS	1149		1.2.-.-		Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase
FHHPPBKP_00168	CDS	1860		6.2.1.51	COG0318	4-hydroxyphenylalkanoate adenylyltransferase
FHHPPBKP_00169	CDS	633		4.1.3.40	COG3161	Chorismate pyruvate-lyase
FHHPPBKP_00170	CDS	2124		6.2.1.50	COG0318	p-hydroxybenzoic acid--AMP ligase FadD22
FHHPPBKP_00171	CDS	6312		2.3.1.41		Phenolphthiocerol synthesis polyketide synthase type I Pks15/1
FHHPPBKP_00172	CDS	702	lppX			Putative phthiocerol dimycocerosate transporter LppX
FHHPPBKP_00173	CDS	2709	mmpL7			Phthiocerol dimycocerosate exporter MmpL7
FHHPPBKP_00174	CDS	1740		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD28
FHHPPBKP_00175	CDS	6351	mas	2.3.1.111		Mycocerosic acid synthase
FHHPPBKP_00176	CDS	228				hypothetical protein
FHHPPBKP_00177	CDS	315				hypothetical protein
FHHPPBKP_00178	CDS	255				hypothetical protein
FHHPPBKP_00179	CDS	204				hypothetical protein
FHHPPBKP_00180	CDS	354				hypothetical protein
FHHPPBKP_00181	CDS	504				hypothetical protein
FHHPPBKP_00182	CDS	282				hypothetical protein
FHHPPBKP_00183	CDS	120				hypothetical protein
FHHPPBKP_00184	CDS	162				hypothetical protein
FHHPPBKP_00185	CDS	453				putative PE-PGRS family protein PE_PGRS24
FHHPPBKP_00186	CDS	159	fpg2		COG0266	putative formamidopyrimidine-DNA glycosylase-like protein
FHHPPBKP_00187	CDS	117				hypothetical protein
FHHPPBKP_00188	CDS	1665	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
FHHPPBKP_00189	CDS	186				hypothetical protein
FHHPPBKP_00190	CDS	273		5.4.99.5	COG1605	Intracellular chorismate mutase
FHHPPBKP_00191	CDS	189				hypothetical protein
FHHPPBKP_00192	CDS	2337	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
FHHPPBKP_00193	CDS	186				hypothetical protein
FHHPPBKP_00194	CDS	1032				hypothetical protein
FHHPPBKP_00195	CDS	1182	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
FHHPPBKP_00196	CDS	903	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
FHHPPBKP_00197	CDS	201			COG2141	putative protein
FHHPPBKP_00198	CDS	894				34 kDa antigenic protein 
FHHPPBKP_00199	CDS	1293				putative protein
FHHPPBKP_00200	CDS	630	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
FHHPPBKP_00201	CDS	1584	purH		COG0138	Bifunctional purine biosynthesis protein PurH
FHHPPBKP_00202	CDS	132				hypothetical protein
FHHPPBKP_00203	CDS	237				hypothetical protein
FHHPPBKP_00204	CDS	252				hypothetical protein
FHHPPBKP_00205	CDS	276				hypothetical protein
FHHPPBKP_00206	CDS	183			COG4867	putative protein
FHHPPBKP_00207	CDS	321				hypothetical protein
FHHPPBKP_00208	CDS	141				hypothetical protein
FHHPPBKP_00209	CDS	189				hypothetical protein
FHHPPBKP_00210	CDS	120				hypothetical protein
FHHPPBKP_00211	CDS	285				hypothetical protein
FHHPPBKP_00212	CDS	186				hypothetical protein
FHHPPBKP_00213	CDS	603				putative protein
FHHPPBKP_00214	CDS	213				hypothetical protein
FHHPPBKP_00215	CDS	198				hypothetical protein
FHHPPBKP_00216	CDS	240				hypothetical protein
FHHPPBKP_00217	CDS	222				hypothetical protein
FHHPPBKP_00218	CDS	195				hypothetical protein
FHHPPBKP_00219	CDS	168				hypothetical protein
FHHPPBKP_00220	CDS	261				hypothetical protein
FHHPPBKP_00221	CDS	492				hypothetical protein
FHHPPBKP_00222	CDS	174	rpmF			50S ribosomal protein L32
FHHPPBKP_00223	CDS	687	mprA			Response regulator MprA
FHHPPBKP_00224	CDS	1560	mprB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase MprB
FHHPPBKP_00225	CDS	1359				hypothetical protein
FHHPPBKP_00226	CDS	546				hypothetical protein
FHHPPBKP_00227	CDS	465	mscL		COG1970	Large-conductance mechanosensitive channel
FHHPPBKP_00228	CDS	264				hypothetical protein
FHHPPBKP_00229	CDS	207				hypothetical protein
FHHPPBKP_00230	CDS	300				hypothetical protein
FHHPPBKP_00231	CDS	594		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
FHHPPBKP_00232	CDS	921	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
FHHPPBKP_00233	CDS	1275	moeA1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 1
FHHPPBKP_00234	CDS	654	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
FHHPPBKP_00235	CDS	1029				hypothetical protein
FHHPPBKP_00236	tRNA	74				tRNA-Ala(cgc)
FHHPPBKP_00237	CDS	420				hypothetical protein
FHHPPBKP_00238	CDS	1215		2.3.1.-	COG0454	Acetyltransferase Pat
FHHPPBKP_00239	CDS	264				hypothetical protein
FHHPPBKP_00240	CDS	369				hypothetical protein
FHHPPBKP_00241	CDS	618				hypothetical protein
FHHPPBKP_00242	CDS	117	arcA	3.5.3.6	COG2235	Arginine deiminase
FHHPPBKP_00243	CDS	1533	pmt	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
FHHPPBKP_00244	CDS	888	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
FHHPPBKP_00245	CDS	207				hypothetical protein
FHHPPBKP_00246	CDS	231				hypothetical protein
FHHPPBKP_00247	CDS	291				hypothetical protein
FHHPPBKP_00248	CDS	339				hypothetical protein
FHHPPBKP_00249	CDS	357				hypothetical protein
FHHPPBKP_00250	CDS	132				hypothetical protein
FHHPPBKP_00251	CDS	330				hypothetical protein
FHHPPBKP_00252	CDS	231	cspA		COG1278	putative cold shock protein A
FHHPPBKP_00253	CDS	603				hypothetical protein
FHHPPBKP_00254	CDS	2844	topA	5.6.2.1	COG0550	DNA topoisomerase 1
FHHPPBKP_00255	CDS	1593				hypothetical protein
FHHPPBKP_00256	CDS	1218				hypothetical protein
FHHPPBKP_00257	tRNA	75				tRNA-Thr(cgt)
FHHPPBKP_00258	CDS	1809				hypothetical protein
FHHPPBKP_00259	CDS	246				hypothetical protein
FHHPPBKP_00260	CDS	1332				hypothetical protein
FHHPPBKP_00261	CDS	237				hypothetical protein
FHHPPBKP_00262	CDS	216				hypothetical protein
FHHPPBKP_00263	CDS	282				hypothetical protein
FHHPPBKP_00264	CDS	633	ppm1_1	2.4.1.-		Polyprenol monophosphomannose synthase
FHHPPBKP_00265	CDS	300				hypothetical protein
FHHPPBKP_00266	CDS	273				hypothetical protein
FHHPPBKP_00267	CDS	489	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
FHHPPBKP_00268	CDS	1386		3.4.16.-	COG2027	Carboxypeptidase
FHHPPBKP_00269	CDS	750				hypothetical protein
FHHPPBKP_00270	CDS	156				hypothetical protein
FHHPPBKP_00271	CDS	972	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
FHHPPBKP_00272	CDS	642	hpt	2.4.2.8	COG0634	Hypoxanthine-guanine phosphoribosyltransferase
FHHPPBKP_00273	CDS	303				hypothetical protein
FHHPPBKP_00274	CDS	165				hypothetical protein
FHHPPBKP_00275	CDS	342				hypothetical protein
FHHPPBKP_00276	CDS	195				hypothetical protein
FHHPPBKP_00277	CDS	363				hypothetical protein
FHHPPBKP_00278	CDS	129				hypothetical protein
FHHPPBKP_00279	CDS	234				hypothetical protein
FHHPPBKP_00280	CDS	249				hypothetical protein
FHHPPBKP_00281	CDS	2373	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
FHHPPBKP_00282	CDS	618	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
FHHPPBKP_00283	CDS	840	folP1	2.5.1.15	COG0294	Dihydropteroate synthase
FHHPPBKP_00284	CDS	399	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
FHHPPBKP_00285	CDS	576	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
FHHPPBKP_00286	CDS	477				hypothetical protein
FHHPPBKP_00287	CDS	1299				hypothetical protein
FHHPPBKP_00288	CDS	930				hypothetical protein
FHHPPBKP_00289	CDS	942	panC	6.3.2.1	COG0414	Pantothenate synthetase
FHHPPBKP_00290	CDS	429	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
FHHPPBKP_00291	CDS	825	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
FHHPPBKP_00292	CDS	1524	lysS1	6.1.1.6	COG1190	Lysine--tRNA ligase 1
FHHPPBKP_00293	CDS	339	lsr2			Nucleoid-associated protein Lsr2
FHHPPBKP_00294	CDS	2547	clpC1		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpC1
FHHPPBKP_00295	CDS	1257	menF_1	5.4.4.2		Isochorismate synthase MenF
FHHPPBKP_00296	CDS	324				hypothetical protein
FHHPPBKP_00297	CDS	1614	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
FHHPPBKP_00298	CDS	858	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
FHHPPBKP_00299	CDS	1128	rpfB	3.-.-.-	COG3583	Resuscitation-promoting factor RpfB
FHHPPBKP_00300	CDS	939	ksgA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
FHHPPBKP_00301	CDS	1053	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
FHHPPBKP_00302	CDS	1635		6.2.1.-	COG0318	Putative ligase/MSMEI_5285
FHHPPBKP_00303	CDS	600	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
FHHPPBKP_00304	CDS	648	rplY		COG1825	50S ribosomal protein L25
FHHPPBKP_00305	CDS	597				hypothetical protein
FHHPPBKP_00306	CDS	147				hypothetical protein
FHHPPBKP_00307	CDS	678	lpqT			Putative lipoprotein LpqT
FHHPPBKP_00308	CDS	408	arsC	1.20.4.1		Arsenate reductase
FHHPPBKP_00309	CDS	984	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
FHHPPBKP_00310	tRNA	83				tRNA-Thr(ggt)
FHHPPBKP_00311	tRNA	73				tRNA-Gln(ttg)
FHHPPBKP_00312	CDS	216				hypothetical protein
FHHPPBKP_00313	CDS	225				hypothetical protein
FHHPPBKP_00314	CDS	414				hypothetical protein
FHHPPBKP_00315	CDS	135				hypothetical protein
FHHPPBKP_00316	CDS	3675	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
FHHPPBKP_00317	CDS	129				hypothetical protein
FHHPPBKP_00318	CDS	126				hypothetical protein
FHHPPBKP_00319	CDS	1290	eno	4.2.1.11	COG0148	Enolase
FHHPPBKP_00320	CDS	684	ftsL			Cell division protein FtsL
FHHPPBKP_00321	CDS	504				hypothetical protein
FHHPPBKP_00322	CDS	954	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
FHHPPBKP_00323	CDS	216				hypothetical protein
FHHPPBKP_00324	CDS	234				hypothetical protein
FHHPPBKP_00325	CDS	252				hypothetical protein
FHHPPBKP_00326	CDS	303				hypothetical protein
FHHPPBKP_00327	CDS	354				hypothetical protein
FHHPPBKP_00328	CDS	252				hypothetical protein
FHHPPBKP_00329	CDS	123				hypothetical protein
FHHPPBKP_00330	CDS	147	esxK			ESAT-6-like protein EsxK
FHHPPBKP_00331	CDS	303				hypothetical protein
FHHPPBKP_00332	CDS	516				hypothetical protein
FHHPPBKP_00333	tRNA	75				tRNA-Leu(taa)
FHHPPBKP_00334	CDS	159				hypothetical protein
FHHPPBKP_00335	CDS	210				hypothetical protein
FHHPPBKP_00336	CDS	747				hypothetical protein
FHHPPBKP_00337	CDS	288				hypothetical protein
FHHPPBKP_00338	CDS	357				hypothetical protein
FHHPPBKP_00339	CDS	159				hypothetical protein
FHHPPBKP_00340	CDS	306				hypothetical protein
FHHPPBKP_00341	CDS	375				hypothetical protein
FHHPPBKP_00342	CDS	1011	fgd1	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase
FHHPPBKP_00343	CDS	756	yflN	3.-.-.-	COG0491	putative metallo-hydrolase YflN
FHHPPBKP_00344	CDS	372				hypothetical protein
FHHPPBKP_00345	CDS	240				hypothetical protein
FHHPPBKP_00346	CDS	363				hypothetical protein
FHHPPBKP_00347	CDS	1281	metZ_1	2.5.1.-	COG0626	O-succinylhomoserine sulfhydrylase
FHHPPBKP_00348	CDS	444				hypothetical protein
FHHPPBKP_00349	CDS	261				hypothetical protein
FHHPPBKP_00350	CDS	309				hypothetical protein
FHHPPBKP_00351	CDS	657				hypothetical protein
FHHPPBKP_00352	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
FHHPPBKP_00353	CDS	690				hypothetical protein
FHHPPBKP_00354	CDS	255				hypothetical protein
FHHPPBKP_00355	CDS	237				hypothetical protein
FHHPPBKP_00356	CDS	771	zitB			Zinc transporter ZitB
FHHPPBKP_00357	CDS	405				hypothetical protein
FHHPPBKP_00358	CDS	879				hypothetical protein
FHHPPBKP_00359	CDS	1038	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
FHHPPBKP_00360	CDS	696			COG0586	putative membrane protein
FHHPPBKP_00361	CDS	258				hypothetical protein
FHHPPBKP_00362	CDS	240				hypothetical protein
FHHPPBKP_00363	CDS	378				hypothetical protein
FHHPPBKP_00364	CDS	210				hypothetical protein
FHHPPBKP_00365	CDS	159				hypothetical protein
FHHPPBKP_00366	CDS	198				hypothetical protein
FHHPPBKP_00367	CDS	1644	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
FHHPPBKP_00368	CDS	840	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
FHHPPBKP_00369	CDS	786	thiG	2.8.1.10	COG2022	Thiazole synthase
FHHPPBKP_00370	CDS	225				hypothetical protein
FHHPPBKP_00371	CDS	1023	thiO	1.4.3.19	COG0665	Glycine oxidase
FHHPPBKP_00372	CDS	708	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
FHHPPBKP_00373	CDS	267				hypothetical protein
FHHPPBKP_00374	CDS	1320				hypothetical protein
FHHPPBKP_00375	CDS	978				hypothetical protein
FHHPPBKP_00376	CDS	2304	pknG	2.7.11.1	COG0515	Serine/threonine-protein kinase PknG
FHHPPBKP_00377	CDS	165				hypothetical protein
FHHPPBKP_00378	CDS	165				hypothetical protein
FHHPPBKP_00379	CDS	180				hypothetical protein
FHHPPBKP_00380	CDS	315				hypothetical protein
FHHPPBKP_00381	CDS	213				hypothetical protein
FHHPPBKP_00382	CDS	126				hypothetical protein
FHHPPBKP_00383	CDS	234				hypothetical protein
FHHPPBKP_00384	CDS	705				hypothetical protein
FHHPPBKP_00385	CDS	285				hypothetical protein
FHHPPBKP_00386	CDS	273				hypothetical protein
FHHPPBKP_00387	CDS	132				hypothetical protein
FHHPPBKP_00388	CDS	903				hypothetical protein
FHHPPBKP_00389	CDS	732	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
FHHPPBKP_00390	CDS	144				hypothetical protein
FHHPPBKP_00391	CDS	285				hypothetical protein
FHHPPBKP_00392	CDS	456				hypothetical protein
FHHPPBKP_00393	CDS	1098	aes	3.1.1.-		Acetyl esterase
FHHPPBKP_00394	CDS	132				hypothetical protein
