locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOEOPMLG_00059	CDS	639	inhA_1	4.2.1.103		Isonitrile hydratase
HOEOPMLG_00060	gene	291	rpsF			
HOEOPMLG_00060	CDS	291	rpsF		COG0360	30S ribosomal protein S6
HOEOPMLG_00061	gene	495	ssb			
HOEOPMLG_00061	CDS	495	ssb		COG0629	Single-stranded DNA-binding protein
HOEOPMLG_00062	gene	255	rpsR1_1			
HOEOPMLG_00062	CDS	255	rpsR1_1		COG0238	30S ribosomal protein S18 1
HOEOPMLG_00063	gene	459	rplI			
HOEOPMLG_00063	CDS	459	rplI		COG0359	50S ribosomal protein L9
HOEOPMLG_00064	gene	522				
HOEOPMLG_00064	CDS	522				hypothetical protein
HOEOPMLG_00065	gene	2625	dnaB			
HOEOPMLG_00065	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
HOEOPMLG_00066	gene	693				
HOEOPMLG_00066	CDS	693				hypothetical protein
HOEOPMLG_00067	gene	1059				
HOEOPMLG_00067	CDS	1059				hypothetical protein
HOEOPMLG_00068	gene	654				
HOEOPMLG_00068	CDS	654				hypothetical protein
HOEOPMLG_00069	gene	924	cenA			
HOEOPMLG_00069	CDS	924	cenA	3.2.1.4	COG5297	Endoglucanase A
HOEOPMLG_00070	gene	1440	yvdP			
HOEOPMLG_00070	CDS	1440	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
HOEOPMLG_00071	gene	156				
HOEOPMLG_00071	CDS	156				hypothetical protein
HOEOPMLG_00072	gene	2940				
HOEOPMLG_00072	CDS	2940				hypothetical protein
HOEOPMLG_00073	gene	240				
HOEOPMLG_00073	CDS	240				hypothetical protein
HOEOPMLG_00074	gene	402	vapC9_1			
HOEOPMLG_00074	CDS	402	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
HOEOPMLG_00075	gene	2238	icd2			
HOEOPMLG_00075	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
HOEOPMLG_00076	gene	570				
HOEOPMLG_00076	CDS	570				hypothetical protein
HOEOPMLG_00077	gene	912				
HOEOPMLG_00077	CDS	912				hypothetical protein
HOEOPMLG_00078	gene	1386	sdaA			
HOEOPMLG_00078	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
HOEOPMLG_00079	gene	1278	glyA2			
HOEOPMLG_00079	CDS	1278	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
HOEOPMLG_00080	gene	91				
HOEOPMLG_00080	misc_RNA	91				Glycine
HOEOPMLG_00081	gene	717				
HOEOPMLG_00081	CDS	717				hypothetical protein
HOEOPMLG_00082	gene	99				
HOEOPMLG_00082	misc_RNA	99				Intron_gpII
HOEOPMLG_00083	gene	1050				
HOEOPMLG_00083	CDS	1050			COG0577	putative ABC transporter permease
HOEOPMLG_00084	gene	993				
HOEOPMLG_00084	CDS	993			COG0664	putative ABC transporter ATP-binding protein
HOEOPMLG_00085	gene	1236	hutI_1			
HOEOPMLG_00085	CDS	1236	hutI_1	3.5.2.7		Imidazolonepropionase
HOEOPMLG_00086	gene	1173	metC			
HOEOPMLG_00086	CDS	1173	metC	4.4.1.13	COG1168	Cystathionine beta-lyase
HOEOPMLG_00087	gene	390				
HOEOPMLG_00087	CDS	390				hypothetical protein
HOEOPMLG_00088	gene	831	oleB			
HOEOPMLG_00088	CDS	831	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
HOEOPMLG_00089	gene	606	tetC			
HOEOPMLG_00089	CDS	606	tetC			Transposon Tn10 TetC protein
HOEOPMLG_00090	gene	594				
HOEOPMLG_00090	CDS	594				hypothetical protein
HOEOPMLG_00091	gene	207				
HOEOPMLG_00091	CDS	207				hypothetical protein
HOEOPMLG_00092	gene	822				
HOEOPMLG_00092	CDS	822				Dormancy associated translation inhibitor
HOEOPMLG_00093	gene	459				
HOEOPMLG_00093	CDS	459				putative protein
HOEOPMLG_00094	gene	345				
HOEOPMLG_00094	CDS	345			COG0640	putative HTH-type transcriptional regulator
HOEOPMLG_00095	gene	480	hycG			
HOEOPMLG_00095	CDS	480	hycG		COG3260	Formate hydrogenlyase subunit 7
HOEOPMLG_00096	gene	1923	hyfB			
HOEOPMLG_00096	CDS	1923	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
HOEOPMLG_00097	gene	951	hycD			
HOEOPMLG_00097	CDS	951	hycD		COG0650	Formate hydrogenlyase subunit 4
HOEOPMLG_00098	gene	663				
HOEOPMLG_00098	CDS	663				hypothetical protein
HOEOPMLG_00099	gene	1467	ndhB			
HOEOPMLG_00099	CDS	1467	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
HOEOPMLG_00100	gene	1476	hycE			
HOEOPMLG_00100	CDS	1476	hycE		COG3261	Formate hydrogenlyase subunit 5
HOEOPMLG_00101	gene	480				
HOEOPMLG_00101	CDS	480				putative protein
HOEOPMLG_00102	gene	594	COQ3_1			
HOEOPMLG_00102	CDS	594	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
HOEOPMLG_00103	gene	771				
HOEOPMLG_00103	CDS	771			COG3305	putative protein
HOEOPMLG_00104	gene	195				
HOEOPMLG_00104	CDS	195				hypothetical protein
HOEOPMLG_00105	gene	768	mtnN			
HOEOPMLG_00105	CDS	768	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
HOEOPMLG_00106	gene	2286	ctpA			
HOEOPMLG_00106	CDS	2286	ctpA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
HOEOPMLG_00107	gene	711				
HOEOPMLG_00107	CDS	711			COG5660	putative protein
HOEOPMLG_00108	gene	960				
HOEOPMLG_00108	CDS	960				putative protein
HOEOPMLG_00109	gene	366				
HOEOPMLG_00109	CDS	366				putative protein
HOEOPMLG_00110	gene	1392				
HOEOPMLG_00110	CDS	1392				hypothetical protein
HOEOPMLG_00111	gene	870				
HOEOPMLG_00111	CDS	870		1.-.-.-	COG2175	Putative dioxygenase
HOEOPMLG_00112	gene	552				
HOEOPMLG_00112	CDS	552				putative protein
HOEOPMLG_00113	gene	1599				
HOEOPMLG_00113	CDS	1599		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase FadD10
HOEOPMLG_00114	gene	249				
HOEOPMLG_00114	CDS	249				putative protein
HOEOPMLG_00115	gene	7539	dltA			
HOEOPMLG_00115	CDS	7539	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
HOEOPMLG_00116	gene	1923				
HOEOPMLG_00116	CDS	1923			COG3336	putative protein
HOEOPMLG_00117	gene	2259	ctpB			
HOEOPMLG_00117	CDS	2259	ctpB	3.6.3.-	COG2217	Cation-transporting P-type ATPase B
HOEOPMLG_00118	gene	1515				
HOEOPMLG_00118	CDS	1515				hypothetical protein
HOEOPMLG_00119	gene	285				
HOEOPMLG_00119	CDS	285				hypothetical protein
HOEOPMLG_00120	gene	1197				
HOEOPMLG_00120	CDS	1197			COG0523	putative protein
HOEOPMLG_00121	gene	4878	ctpI_1			
HOEOPMLG_00121	CDS	4878	ctpI_1	3.6.3.-	COG0474	putative cation-transporting ATPase I
HOEOPMLG_00122	gene	243				
HOEOPMLG_00122	CDS	243				hypothetical protein
HOEOPMLG_00123	gene	1491				
HOEOPMLG_00123	CDS	1491				hypothetical protein
HOEOPMLG_00124	gene	750	glpG			
HOEOPMLG_00124	CDS	750	glpG	3.4.21.105		Rhomboid protease GlpG
HOEOPMLG_00125	gene	2058				
HOEOPMLG_00125	CDS	2058				hypothetical protein
HOEOPMLG_00126	gene	957	rmd			
HOEOPMLG_00126	CDS	957	rmd	1.1.1.281		GDP-6-deoxy-D-mannose reductase
HOEOPMLG_00127	gene	624	gmhA			
HOEOPMLG_00127	CDS	624	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
HOEOPMLG_00128	gene	573	hisB_1			
HOEOPMLG_00128	CDS	573	hisB_1	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
HOEOPMLG_00129	gene	1161	hddA			
HOEOPMLG_00129	CDS	1161	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
HOEOPMLG_00130	gene	189				
HOEOPMLG_00130	CDS	189				hypothetical protein
HOEOPMLG_00131	gene	756	ldtA			
HOEOPMLG_00131	CDS	756	ldtA	2.3.2.-	COG1376	L,D-transpeptidase 1
HOEOPMLG_00132	gene	945	oxyR			
HOEOPMLG_00132	CDS	945	oxyR			putative hydrogen peroxide-inducible genes activator
HOEOPMLG_00133	gene	1749	oxc			
HOEOPMLG_00133	CDS	1749	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
HOEOPMLG_00134	gene	1629	sauT			
HOEOPMLG_00134	CDS	1629	sauT	6.2.1.-	COG0318	putative sulfoacetate--CoA ligase
HOEOPMLG_00135	gene	2145				
HOEOPMLG_00135	CDS	2145			COG0480	Elongation factor G-like protein
HOEOPMLG_00136	gene	435				
HOEOPMLG_00136	CDS	435				hypothetical protein
HOEOPMLG_00137	gene	183				
HOEOPMLG_00137	CDS	183				hypothetical protein
HOEOPMLG_00138	gene	369				
HOEOPMLG_00138	CDS	369				hypothetical protein
HOEOPMLG_00139	gene	1644				
HOEOPMLG_00139	CDS	1644				hypothetical protein
HOEOPMLG_00140	gene	1068				
HOEOPMLG_00140	CDS	1068				hypothetical protein
HOEOPMLG_00141	gene	1806	treS			
HOEOPMLG_00141	CDS	1806	treS	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
HOEOPMLG_00142	gene	1368	mak			
HOEOPMLG_00142	CDS	1368	mak	2.7.1.175		Maltokinase
HOEOPMLG_00143	gene	780				
HOEOPMLG_00143	CDS	780				hypothetical protein
HOEOPMLG_00144	gene	1023	fbpC			
HOEOPMLG_00144	CDS	1023	fbpC	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85C
HOEOPMLG_00145	gene	456				
HOEOPMLG_00145	CDS	456		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
HOEOPMLG_00146	gene	1344	bbsG			
HOEOPMLG_00146	CDS	1344	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
HOEOPMLG_00147	gene	1083	fgd2			
HOEOPMLG_00147	CDS	1083	fgd2	1.1.98.-	COG2141	F420-dependent hydroxymycolic acid dehydrogenase
HOEOPMLG_00148	gene	606				
HOEOPMLG_00148	CDS	606				hypothetical protein
HOEOPMLG_00149	gene	903				
HOEOPMLG_00149	CDS	903		3.3.2.10		Soluble epoxide hydrolase
HOEOPMLG_00150	gene	606				
HOEOPMLG_00150	CDS	606				hypothetical protein
HOEOPMLG_00151	gene	1326				
HOEOPMLG_00151	CDS	1326		1.14.-.-	COG2124	Putative cytochrome P450 138
HOEOPMLG_00152	gene	549	msrA			
HOEOPMLG_00152	CDS	549	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
HOEOPMLG_00153	gene	504				
HOEOPMLG_00153	CDS	504				hypothetical protein
HOEOPMLG_00154	gene	1023	auaH			
HOEOPMLG_00154	CDS	1023	auaH	1.1.1.394		Aurachin B dehydrogenase
HOEOPMLG_00155	gene	381				
HOEOPMLG_00155	CDS	381				hypothetical protein
HOEOPMLG_00156	gene	411				
HOEOPMLG_00156	CDS	411				hypothetical protein
HOEOPMLG_00157	gene	927				
HOEOPMLG_00157	CDS	927				hypothetical protein
HOEOPMLG_00158	gene	1479	clcB			
HOEOPMLG_00158	CDS	1479	clcB			Voltage-gated ClC-type chloride channel ClcB
HOEOPMLG_00159	gene	843				
HOEOPMLG_00159	CDS	843				hypothetical protein
HOEOPMLG_00160	gene	954				
HOEOPMLG_00160	CDS	954		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
HOEOPMLG_00161	gene	933				
HOEOPMLG_00161	CDS	933		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
HOEOPMLG_00162	gene	1473	aldH1			
HOEOPMLG_00162	CDS	1473	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
HOEOPMLG_00163	gene	861				
HOEOPMLG_00163	CDS	861		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
HOEOPMLG_00164	gene	969				
HOEOPMLG_00164	CDS	969		1.3.1.103		2-haloacrylate reductase
HOEOPMLG_00165	gene	288				
HOEOPMLG_00165	CDS	288				hypothetical protein
HOEOPMLG_00166	gene	1767				
HOEOPMLG_00166	CDS	1767				hypothetical protein
HOEOPMLG_00167	gene	1473				
HOEOPMLG_00167	CDS	1473				hypothetical protein
HOEOPMLG_00168	gene	225				
HOEOPMLG_00168	CDS	225				putative PE-PGRS family protein PE_PGRS24
HOEOPMLG_00169	gene	831				
HOEOPMLG_00169	CDS	831				hypothetical protein
HOEOPMLG_00170	gene	1212	caiA_1			
HOEOPMLG_00170	CDS	1212	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
HOEOPMLG_00171	gene	1101	pntAA			
HOEOPMLG_00171	CDS	1101	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
HOEOPMLG_00172	gene	333				
HOEOPMLG_00172	CDS	333				hypothetical protein
HOEOPMLG_00173	gene	1428	pntB			
HOEOPMLG_00173	CDS	1428	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
HOEOPMLG_00174	gene	126				
HOEOPMLG_00174	CDS	126				hypothetical protein
HOEOPMLG_00175	gene	645	kstR2_1			
HOEOPMLG_00175	CDS	645	kstR2_1			HTH-type transcriptional repressor KstR2
HOEOPMLG_00176	gene	1407	PE3_1			
HOEOPMLG_00176	CDS	1407	PE3_1			PE family protein PE3
HOEOPMLG_00177	gene	1509	PE3_2			
HOEOPMLG_00177	CDS	1509	PE3_2			PE family protein PE3
HOEOPMLG_00178	gene	1374				
HOEOPMLG_00178	CDS	1374		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
HOEOPMLG_00179	gene	1119	adhB_1			
HOEOPMLG_00179	CDS	1119	adhB_1	1.1.1.1	COG1062	Alcohol dehydrogenase B
HOEOPMLG_00180	gene	456				
HOEOPMLG_00180	CDS	456				hypothetical protein
HOEOPMLG_00181	gene	441				
HOEOPMLG_00181	CDS	441				hypothetical protein
HOEOPMLG_00182	gene	795				
HOEOPMLG_00182	CDS	795				hypothetical protein
HOEOPMLG_00183	gene	1665				
HOEOPMLG_00183	CDS	1665		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
HOEOPMLG_00184	gene	798				
HOEOPMLG_00184	CDS	798				hypothetical protein
HOEOPMLG_00185	gene	870				
HOEOPMLG_00185	CDS	870				hypothetical protein
HOEOPMLG_00186	gene	1365				
HOEOPMLG_00186	CDS	1365				hypothetical protein
HOEOPMLG_00187	gene	1041				
HOEOPMLG_00187	CDS	1041				hypothetical protein
HOEOPMLG_00188	gene	1548				
HOEOPMLG_00188	CDS	1548				hypothetical protein
HOEOPMLG_00189	gene	1593				
HOEOPMLG_00189	CDS	1593				hypothetical protein
HOEOPMLG_00190	gene	1173	lprN_1			
HOEOPMLG_00190	CDS	1173	lprN_1			Lipoprotein LprN
HOEOPMLG_00191	gene	1548				
HOEOPMLG_00191	CDS	1548				hypothetical protein
HOEOPMLG_00192	gene	708				
HOEOPMLG_00192	CDS	708				hypothetical protein
HOEOPMLG_00193	gene	969				
HOEOPMLG_00193	CDS	969				hypothetical protein
HOEOPMLG_00194	gene	555				
HOEOPMLG_00194	CDS	555				hypothetical protein
HOEOPMLG_00195	gene	735				
HOEOPMLG_00195	CDS	735				hypothetical protein
HOEOPMLG_00196	gene	1110				
HOEOPMLG_00196	CDS	1110				hypothetical protein
HOEOPMLG_00197	gene	1359				
HOEOPMLG_00197	CDS	1359				hypothetical protein
HOEOPMLG_00198	gene	735				
HOEOPMLG_00198	CDS	735		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
HOEOPMLG_00199	gene	999	sigG			
HOEOPMLG_00199	CDS	999	sigG		COG1595	ECF RNA polymerase sigma factor SigG
HOEOPMLG_00200	gene	897				
HOEOPMLG_00200	CDS	897		3.1.1.23	COG2267	Monoacylglycerol lipase
HOEOPMLG_00201	gene	750				
HOEOPMLG_00201	CDS	750				hypothetical protein
HOEOPMLG_00202	gene	510				
HOEOPMLG_00202	CDS	510				hypothetical protein
HOEOPMLG_00203	gene	1938	bglB			
HOEOPMLG_00203	CDS	1938	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
HOEOPMLG_00204	gene	147	mymT			
HOEOPMLG_00204	CDS	147	mymT			Metallothionein
HOEOPMLG_00205	gene	657				
HOEOPMLG_00205	CDS	657		2.1.1.6	COG4122	Catechol O-methyltransferase
HOEOPMLG_00206	gene	432				
HOEOPMLG_00206	CDS	432				hypothetical protein
HOEOPMLG_00207	gene	1728	ilvD			
HOEOPMLG_00207	CDS	1728	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
HOEOPMLG_00208	gene	291	ricR			
HOEOPMLG_00208	CDS	291	ricR		COG1937	Copper-sensing transcriptional repressor RicR
HOEOPMLG_00209	gene	1242				
HOEOPMLG_00209	CDS	1242			COG2814	Chloramphenicol efflux pump
HOEOPMLG_00210	gene	303				
HOEOPMLG_00210	CDS	303				hypothetical protein
HOEOPMLG_00211	gene	765				
HOEOPMLG_00211	CDS	765		2.3.2.-	COG1376	L,D-transpeptidase 4
HOEOPMLG_00212	gene	1827				
HOEOPMLG_00212	CDS	1827				hypothetical protein
HOEOPMLG_00213	gene	120				
HOEOPMLG_00213	CDS	120				hypothetical protein
HOEOPMLG_00214	gene	3585				
HOEOPMLG_00214	CDS	3585		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
HOEOPMLG_00215	gene	768				
HOEOPMLG_00215	CDS	768				hypothetical protein
HOEOPMLG_00216	gene	585				
HOEOPMLG_00216	CDS	585			COG1309	putative HTH-type transcriptional regulator
HOEOPMLG_00217	gene	2247	napA			
HOEOPMLG_00217	CDS	2247	napA	1.9.6.1		Periplasmic nitrate reductase
HOEOPMLG_00218	gene	1992	pepO			
HOEOPMLG_00218	CDS	1992	pepO	3.4.24.-	COG3590	Neutral endopeptidase
HOEOPMLG_00219	gene	660				
HOEOPMLG_00219	CDS	660				hypothetical protein
HOEOPMLG_00220	gene	690				
HOEOPMLG_00220	CDS	690				hypothetical protein
HOEOPMLG_00221	gene	504				
HOEOPMLG_00221	CDS	504				hypothetical protein
HOEOPMLG_00222	gene	2898				
HOEOPMLG_00222	CDS	2898			COG2409	Heme uptake protein MmpL11
HOEOPMLG_00223	gene	411				
HOEOPMLG_00223	CDS	411				Heme-binding protein
HOEOPMLG_00224	gene	1284				
HOEOPMLG_00224	CDS	1284				hypothetical protein
HOEOPMLG_00225	gene	1104				
HOEOPMLG_00225	CDS	1104			COG0628	Putative transport protein
HOEOPMLG_00226	gene	2835	mmpL3_1			
HOEOPMLG_00226	CDS	2835	mmpL3_1		COG2409	Trehalose monomycolate exporter MmpL3
HOEOPMLG_00227	gene	735				
HOEOPMLG_00227	CDS	735				hypothetical protein
HOEOPMLG_00228	gene	594	trmB			
HOEOPMLG_00228	CDS	594	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
HOEOPMLG_00229	gene	1086				
HOEOPMLG_00229	CDS	1086				hypothetical protein
HOEOPMLG_00230	gene	1479				
HOEOPMLG_00230	CDS	1479				hypothetical protein
HOEOPMLG_00231	gene	1821	pckG			
HOEOPMLG_00231	CDS	1821	pckG	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
HOEOPMLG_00232	gene	972	nadR			
HOEOPMLG_00232	CDS	972	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
HOEOPMLG_00233	gene	1317				
HOEOPMLG_00233	CDS	1317				hypothetical protein
HOEOPMLG_00234	gene	1518				
HOEOPMLG_00234	CDS	1518		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
HOEOPMLG_00235	gene	1074	mcd			
HOEOPMLG_00235	CDS	1074	mcd	1.3.8.12	COG1960	(2S)-methylsuccinyl-CoA dehydrogenase
HOEOPMLG_00236	gene	1014	mch			
HOEOPMLG_00236	CDS	1014	mch	4.2.1.148	COG2030	Beta-methylmalyl-CoA dehydratase
HOEOPMLG_00237	gene	909	aes_1			
HOEOPMLG_00237	CDS	909	aes_1	3.1.1.-		Acetyl esterase
HOEOPMLG_00238	gene	1329				
HOEOPMLG_00238	CDS	1329				hypothetical protein
HOEOPMLG_00239	gene	549				
HOEOPMLG_00239	CDS	549				hypothetical protein
HOEOPMLG_00240	gene	1212				
HOEOPMLG_00240	CDS	1212				hypothetical protein
HOEOPMLG_00241	gene	1410				
HOEOPMLG_00241	CDS	1410		2.3.1.20		Putative diacyglycerol O-acyltransferase
HOEOPMLG_00242	gene	789	caiD_1			
HOEOPMLG_00242	CDS	789	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
HOEOPMLG_00243	gene	1464	geoB			
