locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOGEOELJ_00023	CDS	492			COG2259	putative membrane protein
HOGEOELJ_00024	gene	945				
HOGEOELJ_00024	CDS	945				hypothetical protein
HOGEOELJ_00025	gene	1539	lcpA_1			
HOGEOELJ_00025	CDS	1539	lcpA_1		COG1316	Cell wall biosynthesis protein LcpA
HOGEOELJ_00026	gene	663				
HOGEOELJ_00026	CDS	663				hypothetical protein
HOGEOELJ_00027	gene	606				
HOGEOELJ_00027	CDS	606				hypothetical protein
HOGEOELJ_00028	gene	690				
HOGEOELJ_00028	CDS	690				hypothetical protein
HOGEOELJ_00029	gene	1494				
HOGEOELJ_00029	CDS	1494		2.3.1.20		Putative diacyglycerol O-acyltransferase
HOGEOELJ_00030	gene	1047				
HOGEOELJ_00030	CDS	1047				putative membrane protein
HOGEOELJ_00031	gene	1302				
HOGEOELJ_00031	CDS	1302				putative membrane protein
HOGEOELJ_00032	gene	1182				
HOGEOELJ_00032	CDS	1182				PPE family protein PPE18
HOGEOELJ_00033	gene	297				
HOGEOELJ_00033	CDS	297				PE family protein PE13
HOGEOELJ_00034	gene	1350	kgtP			
HOGEOELJ_00034	CDS	1350	kgtP			Alpha-ketoglutarate permease
HOGEOELJ_00035	gene	903	menH			
HOGEOELJ_00035	CDS	903	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HOGEOELJ_00036	gene	507				
HOGEOELJ_00036	CDS	507				hypothetical protein
HOGEOELJ_00037	gene	390				
HOGEOELJ_00037	CDS	390				hypothetical protein
HOGEOELJ_00038	gene	1674	ilvB2			
HOGEOELJ_00038	CDS	1674	ilvB2	2.2.1.6	COG0028	Putative acetolactate synthase large subunit IlvB2
HOGEOELJ_00039	gene	1011				
HOGEOELJ_00039	CDS	1011		4.1.3.39		4-hydroxy-2-oxovalerate aldolase
HOGEOELJ_00040	gene	1095	fcl			
HOGEOELJ_00040	CDS	1095	fcl	1.1.1.271		GDP-L-fucose synthase
HOGEOELJ_00041	gene	960				
HOGEOELJ_00041	CDS	960				putative protein
HOGEOELJ_00042	gene	609	rmlC			
HOGEOELJ_00042	CDS	609	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
HOGEOELJ_00043	gene	996	rmlB			
HOGEOELJ_00043	CDS	996	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
HOGEOELJ_00044	gene	858				
HOGEOELJ_00044	CDS	858				hypothetical protein
HOGEOELJ_00045	gene	222	infA			
HOGEOELJ_00045	CDS	222	infA		COG0361	Translation initiation factor IF-1
HOGEOELJ_00046	gene	375	rpsM			
HOGEOELJ_00046	CDS	375	rpsM		COG0099	30S ribosomal protein S13
HOGEOELJ_00047	gene	420	rpsK			
HOGEOELJ_00047	CDS	420	rpsK		COG0100	30S ribosomal protein S11
HOGEOELJ_00048	gene	606	rpsD			
HOGEOELJ_00048	CDS	606	rpsD		COG0522	30S ribosomal protein S4
HOGEOELJ_00049	gene	1044	rpoA			
HOGEOELJ_00049	CDS	1044	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
HOGEOELJ_00050	gene	543	rplQ			
HOGEOELJ_00050	CDS	543	rplQ		COG0203	50S ribosomal protein L17
HOGEOELJ_00051	gene	771	truA			
HOGEOELJ_00051	CDS	771	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
HOGEOELJ_00052	gene	1686				
HOGEOELJ_00052	CDS	1686				hypothetical protein
HOGEOELJ_00053	gene	681	cut3_1			
HOGEOELJ_00053	CDS	681	cut3_1	3.1.1.74		putative cutinase cut3
HOGEOELJ_00054	gene	789	cut3_2			
HOGEOELJ_00054	CDS	789	cut3_2	3.1.1.74		putative cutinase cut3
HOGEOELJ_00055	gene	1413	eccB3_1			
HOGEOELJ_00055	CDS	1413	eccB3_1	3.6.-.-		ESX-3 secretion system ATPase EccB3
HOGEOELJ_00056	gene	1374	mycP4			
HOGEOELJ_00056	CDS	1374	mycP4	3.4.21.-	COG1404	Mycosin-4
HOGEOELJ_00057	gene	1404	eccD1_1			
HOGEOELJ_00057	CDS	1404	eccD1_1			ESX-1 secretion system protein EccD1
HOGEOELJ_00058	gene	3711	eccC_1			
HOGEOELJ_00058	CDS	3711	eccC_1		COG1674	ESX secretion system protein EccC
HOGEOELJ_00059	gene	1215				
HOGEOELJ_00059	CDS	1215				hypothetical protein
HOGEOELJ_00060	gene	432				
HOGEOELJ_00060	CDS	432				hypothetical protein
HOGEOELJ_00061	gene	303	esxT			
HOGEOELJ_00061	CDS	303	esxT		COG4842	ESAT-6-like protein EsxT
HOGEOELJ_00062	gene	534	rplM			
HOGEOELJ_00062	CDS	534	rplM		COG0102	50S ribosomal protein L13
HOGEOELJ_00063	gene	456	rpsI			
HOGEOELJ_00063	CDS	456	rpsI		COG0103	30S ribosomal protein S9
HOGEOELJ_00064	gene	1347	glmM			
HOGEOELJ_00064	CDS	1347	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
HOGEOELJ_00065	gene	312				
HOGEOELJ_00065	CDS	312				hypothetical protein
HOGEOELJ_00066	gene	1431				
HOGEOELJ_00066	CDS	1431				hypothetical protein
HOGEOELJ_00067	gene	843				
HOGEOELJ_00067	CDS	843				hypothetical protein
HOGEOELJ_00068	gene	477				
HOGEOELJ_00068	CDS	477				hypothetical protein
HOGEOELJ_00069	gene	1875	glmS			
HOGEOELJ_00069	CDS	1875	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
HOGEOELJ_00070	gene	939				
HOGEOELJ_00070	CDS	939				hypothetical protein
HOGEOELJ_00071	gene	699				
HOGEOELJ_00071	CDS	699				hypothetical protein
HOGEOELJ_00072	gene	1422	nnr			
HOGEOELJ_00072	CDS	1422	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
HOGEOELJ_00073	gene	1383	gadA			
HOGEOELJ_00073	CDS	1383	gadA	4.1.1.15	COG0076	Glutamate decarboxylase
HOGEOELJ_00074	gene	137				
HOGEOELJ_00074	misc_RNA	137				group-II-D1D4-4
HOGEOELJ_00075	gene	846				
HOGEOELJ_00075	CDS	846				IS256 family transposase ISRo1
HOGEOELJ_00076	gene	105				
HOGEOELJ_00076	CDS	105				hypothetical protein
HOGEOELJ_00077	gene	165				
HOGEOELJ_00077	CDS	165				hypothetical protein
HOGEOELJ_00078	gene	1164				
HOGEOELJ_00078	CDS	1164				hypothetical protein
HOGEOELJ_00079	gene	537				
HOGEOELJ_00079	CDS	537				PPE family protein PPE57
HOGEOELJ_00080	gene	1227	alr			
HOGEOELJ_00080	CDS	1227	alr	5.1.1.1	COG0787	Alanine racemase
HOGEOELJ_00081	gene	507	tsaE			
HOGEOELJ_00081	CDS	507	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
HOGEOELJ_00082	gene	636				
HOGEOELJ_00082	CDS	636			COG1214	putative protein
HOGEOELJ_00083	gene	477	rimI			
HOGEOELJ_00083	CDS	477	rimI	2.3.1.255	COG0456	N-alpha-acetyltransferase RimI
HOGEOELJ_00084	gene	1035	tsaD			
HOGEOELJ_00084	CDS	1035	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
HOGEOELJ_00085	gene	303	groS			
HOGEOELJ_00085	CDS	303	groS		COG0234	10 kDa chaperonin
HOGEOELJ_00086	gene	1620	groEL1			
HOGEOELJ_00086	CDS	1620	groEL1		COG0459	60 kDa chaperonin 1
HOGEOELJ_00087	gene	309	whiB3			
HOGEOELJ_00087	CDS	309	whiB3			Redox- and pH-responsive transcriptional regulator WhiB3
HOGEOELJ_00088	gene	792				
HOGEOELJ_00088	CDS	792				hypothetical protein
HOGEOELJ_00089	gene	576	sigD			
HOGEOELJ_00089	CDS	576	sigD			ECF RNA polymerase sigma factor SigD
HOGEOELJ_00090	gene	900	rsdA			
HOGEOELJ_00090	CDS	900	rsdA			Anti-sigma-D factor RsdA
HOGEOELJ_00091	gene	411				
HOGEOELJ_00091	CDS	411				putative protein
HOGEOELJ_00092	gene	1590	guaB			
HOGEOELJ_00092	CDS	1590	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
HOGEOELJ_00093	gene	1128	guaB3			
HOGEOELJ_00093	CDS	1128	guaB3	1.-.-.-	COG0516	putative oxidoreductase
HOGEOELJ_00094	gene	1737	choD			
HOGEOELJ_00094	CDS	1737	choD	1.1.3.6	COG2303	Cholesterol oxidase
HOGEOELJ_00095	gene	180				
HOGEOELJ_00095	CDS	180		3.1.-.-		Ribonuclease VapC47
HOGEOELJ_00096	gene	219				
HOGEOELJ_00096	CDS	219		3.1.-.-		Ribonuclease VapC47
HOGEOELJ_00097	gene	177				
HOGEOELJ_00097	CDS	177				Antitoxin VapB47
HOGEOELJ_00098	gene	888				
HOGEOELJ_00098	CDS	888		1.14.11.-	COG2175	Alpha-ketoglutarate-dependent sulfate ester dioxygenase
HOGEOELJ_00099	gene	567				
HOGEOELJ_00099	CDS	567				HTH-type transcriptional repressor
HOGEOELJ_00100	gene	705				
HOGEOELJ_00100	CDS	705		2.1.2.-	COG0223	dTDP-4-amino-4,6-dideoxyglucose formyltransferase
HOGEOELJ_00101	gene	1602				
HOGEOELJ_00101	CDS	1602				hypothetical protein
HOGEOELJ_00102	gene	1053				
HOGEOELJ_00102	CDS	1053			COG0399	Protein
HOGEOELJ_00103	gene	786				
HOGEOELJ_00103	CDS	786				hypothetical protein
HOGEOELJ_00104	gene	2361				
HOGEOELJ_00104	CDS	2361		3.2.1.-	COG1554	putative glycosyl hydrolase
HOGEOELJ_00105	gene	789				
HOGEOELJ_00105	CDS	789			COG0637	putative protein
HOGEOELJ_00106	gene	921				
HOGEOELJ_00106	CDS	921		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
HOGEOELJ_00107	gene	1080				
HOGEOELJ_00107	CDS	1080		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
HOGEOELJ_00108	gene	909	crtB			
HOGEOELJ_00108	CDS	909	crtB	2.5.1.-	COG1562	Phytoene synthase
HOGEOELJ_00109	gene	1530	guaA			
HOGEOELJ_00109	CDS	1530	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
HOGEOELJ_00110	gene	711				
HOGEOELJ_00110	CDS	711				hypothetical protein
HOGEOELJ_00111	gene	609				
HOGEOELJ_00111	CDS	609				putative protein
HOGEOELJ_00112	gene	1581	dinB			
HOGEOELJ_00112	CDS	1581	dinB	2.7.7.7		DNA polymerase IV
HOGEOELJ_00113	gene	927	rihA			
HOGEOELJ_00113	CDS	927	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
HOGEOELJ_00114	gene	864	cmaA1			
HOGEOELJ_00114	CDS	864	cmaA1	2.1.1.79	COG2230	Cyclopropane mycolic acid synthase 1
HOGEOELJ_00115	gene	1953				
HOGEOELJ_00115	CDS	1953				hypothetical protein
HOGEOELJ_00116	gene	711				
HOGEOELJ_00116	CDS	711		5.4.2.12	COG0406	PE-PGRS family protein PE_PGRS11
HOGEOELJ_00117	gene	873				
HOGEOELJ_00117	CDS	873				hypothetical protein
HOGEOELJ_00118	gene	2244				
HOGEOELJ_00118	CDS	2244				hypothetical protein
HOGEOELJ_00119	gene	678				
HOGEOELJ_00119	CDS	678				ISNCY family transposase ISMav10
HOGEOELJ_00120	gene	780				
HOGEOELJ_00120	CDS	780				hypothetical protein
HOGEOELJ_00121	gene	276				
HOGEOELJ_00121	CDS	276			COG4118	Antitoxin VapB46
HOGEOELJ_00122	gene	393				
HOGEOELJ_00122	CDS	393		3.1.-.-		Ribonuclease VapC46
HOGEOELJ_00123	gene	189				
HOGEOELJ_00123	CDS	189				hypothetical protein
HOGEOELJ_00124	gene	1053				
HOGEOELJ_00124	CDS	1053				hypothetical protein
HOGEOELJ_00125	gene	990	ispH1			
HOGEOELJ_00125	CDS	990	ispH1	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 1
HOGEOELJ_00126	gene	1839	dxs_1			
HOGEOELJ_00126	CDS	1839	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
HOGEOELJ_00127	gene	891				
HOGEOELJ_00127	CDS	891		3.1.7.9		Diterpene synthase
HOGEOELJ_00128	gene	1452				
HOGEOELJ_00128	CDS	1452		5.5.1.16		Type B diterpene cyclase
HOGEOELJ_00129	gene	654				
HOGEOELJ_00129	CDS	654		3.1.-.-	COG1011	Phosphatase
HOGEOELJ_00130	gene	1440	amiD_1			
HOGEOELJ_00130	CDS	1440	amiD_1	3.5.1.4	COG0154	Putative amidase AmiD
HOGEOELJ_00131	gene	876				
HOGEOELJ_00131	CDS	876		4.2.1.150	COG1024	Crotonyl-CoA hydratase
HOGEOELJ_00132	gene	105				
HOGEOELJ_00132	CDS	105				hypothetical protein
HOGEOELJ_00133	gene	1176	otsB			
HOGEOELJ_00133	CDS	1176	otsB	3.1.3.12	COG0637	Trehalose-phosphate phosphatase
HOGEOELJ_00134	gene	1341				
HOGEOELJ_00134	CDS	1341		2.3.1.20		Putative diacyglycerol O-acyltransferase
HOGEOELJ_00135	gene	3240	dnaE2			
HOGEOELJ_00135	CDS	3240	dnaE2	2.7.7.7	COG0587	Error-prone DNA polymerase
HOGEOELJ_00136	gene	150				
HOGEOELJ_00136	CDS	150				hypothetical protein
HOGEOELJ_00137	gene	411				
HOGEOELJ_00137	CDS	411				hypothetical protein
HOGEOELJ_00138	gene	645				
HOGEOELJ_00138	CDS	645				hypothetical protein
HOGEOELJ_00139	gene	1776				
HOGEOELJ_00139	CDS	1776				hypothetical protein
HOGEOELJ_00140	gene	465	trmL			
HOGEOELJ_00140	CDS	465	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
HOGEOELJ_00141	gene	2625				
HOGEOELJ_00141	CDS	2625				hypothetical protein
HOGEOELJ_00142	gene	393				
HOGEOELJ_00142	CDS	393			COG2018	Serine protease inhibitor
HOGEOELJ_00143	gene	369				
HOGEOELJ_00143	CDS	369				hypothetical protein
HOGEOELJ_00144	gene	582				
HOGEOELJ_00144	CDS	582				hypothetical protein
HOGEOELJ_00145	gene	552	mfpA			
HOGEOELJ_00145	CDS	552	mfpA		COG1357	Pentapeptide repeat protein MfpA
HOGEOELJ_00146	gene	264				
HOGEOELJ_00146	CDS	264		3.6.3.-	COG0842	ABC transporter ATP-binding/permease protein
HOGEOELJ_00147	gene	1191				
HOGEOELJ_00147	CDS	1191		1.16.1.-	COG0446	Metal reductase
HOGEOELJ_00148	gene	258	relK			
HOGEOELJ_00148	CDS	258	relK	3.1.-.-	COG4115	Toxin RelK
HOGEOELJ_00149	gene	276	relJ			
HOGEOELJ_00149	CDS	276	relJ		COG2161	Antitoxin RelJ
HOGEOELJ_00150	gene	918	folD			
HOGEOELJ_00150	CDS	918	folD		COG0190	Bifunctional protein FolD protein
HOGEOELJ_00151	gene	294				
HOGEOELJ_00151	CDS	294				hypothetical protein
HOGEOELJ_00152	gene	390	lprJ_1			
HOGEOELJ_00152	CDS	390	lprJ_1			Putative lipoprotein LprJ
HOGEOELJ_00153	gene	261				
HOGEOELJ_00153	CDS	261				hypothetical protein
HOGEOELJ_00154	gene	372				
HOGEOELJ_00154	CDS	372				hypothetical protein
HOGEOELJ_00155	gene	795				
HOGEOELJ_00155	CDS	795				hypothetical protein
HOGEOELJ_00156	gene	1470				
HOGEOELJ_00156	CDS	1470				PPE family protein PPE34
HOGEOELJ_00157	gene	6135				
HOGEOELJ_00157	CDS	6135				hypothetical protein
HOGEOELJ_00158	gene	100				
HOGEOELJ_00158	tRNA	100				tRNA-His(gtg)
HOGEOELJ_00159	gene	237				
HOGEOELJ_00159	CDS	237				hypothetical protein
HOGEOELJ_00160	gene	741				
HOGEOELJ_00160	CDS	741				hypothetical protein
HOGEOELJ_00161	gene	492				
HOGEOELJ_00161	CDS	492				hypothetical protein
HOGEOELJ_00162	gene	6249				
HOGEOELJ_00162	CDS	6249				hypothetical protein
HOGEOELJ_00163	gene	3186				
HOGEOELJ_00163	CDS	3186				PPE family protein PPE34
HOGEOELJ_00164	gene	258				
HOGEOELJ_00164	CDS	258				hypothetical protein
HOGEOELJ_00165	gene	4287				
HOGEOELJ_00165	CDS	4287				hypothetical protein
HOGEOELJ_00166	gene	4017				
HOGEOELJ_00166	CDS	4017				PPE family protein PPE34
HOGEOELJ_00167	gene	711				
HOGEOELJ_00167	CDS	711		2.1.1.-	COG0500	putative methyltransferase
HOGEOELJ_00168	gene	1140	metXA			
HOGEOELJ_00168	CDS	1140	metXA	2.3.1.31	COG2021	Homoserine O-acetyltransferase
HOGEOELJ_00169	gene	1350	metY			
HOGEOELJ_00169	CDS	1350	metY	2.5.1.49	COG2873	O-acetyl-L-homoserine sulfhydrylase
HOGEOELJ_00170	gene	213				
HOGEOELJ_00170	CDS	213				hypothetical protein
HOGEOELJ_00171	gene	120				
HOGEOELJ_00171	misc_RNA	120				SAM-IV
HOGEOELJ_00172	gene	1230	icd			
HOGEOELJ_00172	CDS	1230	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
HOGEOELJ_00173	gene	633				
HOGEOELJ_00173	CDS	633				hypothetical protein
HOGEOELJ_00174	gene	1011	trpS			
HOGEOELJ_00174	CDS	1011	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
HOGEOELJ_00175	gene	870	yhjD			
HOGEOELJ_00175	CDS	870	yhjD		COG1295	Inner membrane protein YhjD
HOGEOELJ_00176	gene	441	merR1			
HOGEOELJ_00176	CDS	441	merR1			Mercuric resistance operon regulatory protein
HOGEOELJ_00177	gene	312				
HOGEOELJ_00177	CDS	312				hypothetical protein
HOGEOELJ_00178	gene	846				
HOGEOELJ_00178	CDS	846				hypothetical protein
HOGEOELJ_00179	gene	1152	agaA			
HOGEOELJ_00179	CDS	1152	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
HOGEOELJ_00180	gene	1509	galP			
HOGEOELJ_00180	CDS	1509	galP			Galactose-proton symporter
HOGEOELJ_00181	gene	1218				
HOGEOELJ_00181	CDS	1218				hypothetical protein
HOGEOELJ_00182	gene	1317				
HOGEOELJ_00182	CDS	1317		2.6.1.-	COG0161	putative aminotransferase
HOGEOELJ_00183	gene	948	sigJ			
HOGEOELJ_00183	CDS	948	sigJ			ECF RNA polymerase sigma factor SigJ
HOGEOELJ_00184	gene	1713				
HOGEOELJ_00184	CDS	1713				hypothetical protein
HOGEOELJ_00185	gene	438				
HOGEOELJ_00185	CDS	438				hypothetical protein
HOGEOELJ_00186	gene	1146	embR_1			
HOGEOELJ_00186	CDS	1146	embR_1		COG1716	Transcriptional regulatory protein EmbR
HOGEOELJ_00187	gene	1137	moaA1_1			
HOGEOELJ_00187	CDS	1137	moaA1_1	4.1.99.22	COG2896	GTP 3',8-cyclase 1
HOGEOELJ_00188	gene	375				
HOGEOELJ_00188	CDS	375		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
HOGEOELJ_00189	gene	534	moaC1_1			
HOGEOELJ_00189	CDS	534	moaC1_1	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 1
HOGEOELJ_00190	gene	666				
HOGEOELJ_00190	CDS	666				hypothetical protein
HOGEOELJ_00191	gene	615				
HOGEOELJ_00191	CDS	615				hypothetical protein
HOGEOELJ_00192	gene	243				
HOGEOELJ_00192	CDS	243				hypothetical protein
HOGEOELJ_00193	gene	429				
HOGEOELJ_00193	CDS	429		3.1.-.-		Ribonuclease VapC44
HOGEOELJ_00194	gene	792	sdhB			
HOGEOELJ_00194	CDS	792	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
HOGEOELJ_00195	gene	1749	sdhA_1			
HOGEOELJ_00195	CDS	1749	sdhA_1	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
HOGEOELJ_00196	gene	435				
HOGEOELJ_00196	CDS	435				hypothetical protein
HOGEOELJ_00197	gene	339	sdhC			
HOGEOELJ_00197	CDS	339	sdhC		COG2009	Succinate dehydrogenase 2 membrane subunit SdhC
HOGEOELJ_00198	gene	402	cdd			
HOGEOELJ_00198	CDS	402	cdd	3.5.4.5	COG0295	Cytidine deaminase
HOGEOELJ_00199	gene	1284	deoA			
HOGEOELJ_00199	CDS	1284	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
HOGEOELJ_00200	gene	1098	add			
HOGEOELJ_00200	CDS	1098	add	3.5.4.4	COG1816	Adenosine deaminase
HOGEOELJ_00201	gene	312	mtp			
HOGEOELJ_00201	CDS	312	mtp			Pilin
HOGEOELJ_00202	gene	171				
HOGEOELJ_00202	CDS	171				hypothetical protein
HOGEOELJ_00203	gene	933				
HOGEOELJ_00203	CDS	933				hypothetical protein
HOGEOELJ_00204	gene	1263				
HOGEOELJ_00204	CDS	1263				hypothetical protein
HOGEOELJ_00205	gene	900	sapM			
HOGEOELJ_00205	CDS	900	sapM	3.1.3.64		Phosphatidylinositol-3-phosphatase
HOGEOELJ_00206	gene	717	upp			
HOGEOELJ_00206	CDS	717	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
HOGEOELJ_00207	gene	1605				
HOGEOELJ_00207	CDS	1605		5.4.2.8	COG1109	putative phosphomannomutase
HOGEOELJ_00208	gene	807	punA			
HOGEOELJ_00208	CDS	807	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase
HOGEOELJ_00209	gene	1185				
HOGEOELJ_00209	CDS	1185		3.5.1.47		N-acetyldiaminopimelate deacetylase
HOGEOELJ_00210	gene	1170	scmP			
HOGEOELJ_00210	CDS	1170	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
HOGEOELJ_00211	gene	600				
HOGEOELJ_00211	CDS	600				hypothetical protein
HOGEOELJ_00212	gene	1416	lpdA_1			
HOGEOELJ_00212	CDS	1416	lpdA_1	1.6.5.2	COG1249	NAD(P)H dehydrogenase (quinone)
HOGEOELJ_00213	gene	1758	glpD2			
HOGEOELJ_00213	CDS	1758	glpD2	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 2
HOGEOELJ_00214	gene	666	phoU1			
HOGEOELJ_00214	CDS	666	phoU1		COG0704	Phosphate-specific transport system accessory protein PhoU 
HOGEOELJ_00215	gene	918				
HOGEOELJ_00215	CDS	918				hypothetical protein
HOGEOELJ_00216	gene	2910				
HOGEOELJ_00216	CDS	2910				hypothetical protein
HOGEOELJ_00217	gene	900				
HOGEOELJ_00217	CDS	900				hypothetical protein
HOGEOELJ_00218	gene	768	nei1_1			
HOGEOELJ_00218	CDS	768	nei1_1	3.2.2.-	COG0266	Endonuclease 8 1
HOGEOELJ_00219	gene	4542	srmB			
HOGEOELJ_00219	CDS	4542	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
HOGEOELJ_00220	gene	666				
HOGEOELJ_00220	CDS	666				hypothetical protein
HOGEOELJ_00221	gene	810				
HOGEOELJ_00221	CDS	810			COG1373	putative protein
HOGEOELJ_00222	gene	1485	gabD			
HOGEOELJ_00222	CDS	1485	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
HOGEOELJ_00223	gene	1248				
HOGEOELJ_00223	CDS	1248			COG5383	putative protein
HOGEOELJ_00224	gene	453				
HOGEOELJ_00224	CDS	453				hypothetical protein
HOGEOELJ_00225	gene	1269	lat			
HOGEOELJ_00225	CDS	1269	lat	2.6.1.36	COG0160	putative L-lysine-epsilon aminotransferase
HOGEOELJ_00226	gene	378				
HOGEOELJ_00226	CDS	378				hypothetical protein
HOGEOELJ_00227	gene	312				
HOGEOELJ_00227	CDS	312				hypothetical protein
HOGEOELJ_00228	gene	438	rsbW			
HOGEOELJ_00228	CDS	438	rsbW		COG2172	Anti-sigma-F factor RsbW
HOGEOELJ_00229	gene	723	sigF			
HOGEOELJ_00229	CDS	723	sigF		COG1191	RNA polymerase sigma factor SigF
HOGEOELJ_00230	gene	1803	carB_1			
HOGEOELJ_00230	CDS	1803	carB_1			Carbamoyl-phosphate synthase large chain
HOGEOELJ_00231	gene	432				
HOGEOELJ_00231	CDS	432			COG2166	putative SufE-like protein
HOGEOELJ_00232	gene	966	sseA			
HOGEOELJ_00232	CDS	966	sseA	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseA
HOGEOELJ_00233	gene	669				
HOGEOELJ_00233	CDS	669		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
HOGEOELJ_00234	gene	429				
HOGEOELJ_00234	CDS	429				hypothetical protein
HOGEOELJ_00235	gene	1674	accD5_1			
HOGEOELJ_00235	CDS	1674	accD5_1	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
HOGEOELJ_00236	gene	801	birA			
HOGEOELJ_00236	CDS	801	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
HOGEOELJ_00237	gene	519				
HOGEOELJ_00237	CDS	519				hypothetical protein
HOGEOELJ_00238	gene	819				
HOGEOELJ_00238	CDS	819				hypothetical protein
HOGEOELJ_00239	gene	1227	purK			
HOGEOELJ_00239	CDS	1227	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
