locus_tag	ftype	length_bp	gene	EC_number	COG	product
KMMEJAPO_00090	CDS	594				hypothetical protein
KMMEJAPO_00091	gene	207				
KMMEJAPO_00091	CDS	207				hypothetical protein
KMMEJAPO_00092	gene	822				
KMMEJAPO_00092	CDS	822				Dormancy associated translation inhibitor
KMMEJAPO_00093	gene	459				
KMMEJAPO_00093	CDS	459				putative protein
KMMEJAPO_00094	gene	345				
KMMEJAPO_00094	CDS	345			COG0640	putative HTH-type transcriptional regulator
KMMEJAPO_00095	gene	480	hycG			
KMMEJAPO_00095	CDS	480	hycG		COG3260	Formate hydrogenlyase subunit 7
KMMEJAPO_00096	gene	1923	hyfB			
KMMEJAPO_00096	CDS	1923	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
KMMEJAPO_00097	gene	951	hycD			
KMMEJAPO_00097	CDS	951	hycD		COG0650	Formate hydrogenlyase subunit 4
KMMEJAPO_00098	gene	663				
KMMEJAPO_00098	CDS	663				hypothetical protein
KMMEJAPO_00099	gene	1467	ndhB			
KMMEJAPO_00099	CDS	1467	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
KMMEJAPO_00100	gene	1476	hycE			
KMMEJAPO_00100	CDS	1476	hycE		COG3261	Formate hydrogenlyase subunit 5
KMMEJAPO_00101	gene	480				
KMMEJAPO_00101	CDS	480				putative protein
KMMEJAPO_00102	gene	594	COQ3_1			
KMMEJAPO_00102	CDS	594	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
KMMEJAPO_00103	gene	771				
KMMEJAPO_00103	CDS	771			COG3305	putative protein
KMMEJAPO_00104	gene	195				
KMMEJAPO_00104	CDS	195				hypothetical protein
KMMEJAPO_00105	gene	768	mtnN			
KMMEJAPO_00105	CDS	768	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
KMMEJAPO_00106	gene	2286	ctpA			
KMMEJAPO_00106	CDS	2286	ctpA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
KMMEJAPO_00107	gene	711				
KMMEJAPO_00107	CDS	711			COG5660	putative protein
KMMEJAPO_00108	gene	960				
KMMEJAPO_00108	CDS	960				putative protein
KMMEJAPO_00109	gene	366				
KMMEJAPO_00109	CDS	366				putative protein
KMMEJAPO_00110	gene	1392				
KMMEJAPO_00110	CDS	1392				hypothetical protein
KMMEJAPO_00111	gene	870				
KMMEJAPO_00111	CDS	870		1.-.-.-	COG2175	Putative dioxygenase
KMMEJAPO_00112	gene	552				
KMMEJAPO_00112	CDS	552				putative protein
KMMEJAPO_00113	gene	1599				
KMMEJAPO_00113	CDS	1599		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase FadD10
KMMEJAPO_00114	gene	249				
KMMEJAPO_00114	CDS	249				putative protein
KMMEJAPO_00115	gene	7539	dltA			
KMMEJAPO_00115	CDS	7539	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
KMMEJAPO_00116	gene	1923				
KMMEJAPO_00116	CDS	1923			COG3336	putative protein
KMMEJAPO_00117	gene	2259	ctpB			
KMMEJAPO_00117	CDS	2259	ctpB	3.6.3.-	COG2217	Cation-transporting P-type ATPase B
KMMEJAPO_00118	gene	1515				
KMMEJAPO_00118	CDS	1515				hypothetical protein
KMMEJAPO_00119	gene	285				
KMMEJAPO_00119	CDS	285				hypothetical protein
KMMEJAPO_00120	gene	1197				
KMMEJAPO_00120	CDS	1197			COG0523	putative protein
KMMEJAPO_00121	gene	4899	ctpI_1			
KMMEJAPO_00121	CDS	4899	ctpI_1	3.6.3.-	COG0474	putative cation-transporting ATPase I
KMMEJAPO_00122	gene	243				
KMMEJAPO_00122	CDS	243				hypothetical protein
KMMEJAPO_00123	gene	1491				
KMMEJAPO_00123	CDS	1491				hypothetical protein
KMMEJAPO_00124	gene	750	glpG			
KMMEJAPO_00124	CDS	750	glpG	3.4.21.105		Rhomboid protease GlpG
KMMEJAPO_00125	gene	2058				
KMMEJAPO_00125	CDS	2058				hypothetical protein
KMMEJAPO_00126	gene	957	rmd			
KMMEJAPO_00126	CDS	957	rmd	1.1.1.281		GDP-6-deoxy-D-mannose reductase
KMMEJAPO_00127	gene	624	gmhA			
KMMEJAPO_00127	CDS	624	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
KMMEJAPO_00128	gene	654	hisB_1			
KMMEJAPO_00128	CDS	654	hisB_1	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
KMMEJAPO_00129	gene	1161	hddA			
KMMEJAPO_00129	CDS	1161	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
KMMEJAPO_00130	gene	189				
KMMEJAPO_00130	CDS	189				hypothetical protein
KMMEJAPO_00131	gene	756	ldtA			
KMMEJAPO_00131	CDS	756	ldtA	2.3.2.-	COG1376	L,D-transpeptidase 1
KMMEJAPO_00132	gene	945	oxyR			
KMMEJAPO_00132	CDS	945	oxyR			putative hydrogen peroxide-inducible genes activator
KMMEJAPO_00133	gene	1749	oxc			
KMMEJAPO_00133	CDS	1749	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
KMMEJAPO_00134	gene	1629	sauT			
KMMEJAPO_00134	CDS	1629	sauT	6.2.1.-	COG0318	putative sulfoacetate--CoA ligase
KMMEJAPO_00135	gene	2145				
KMMEJAPO_00135	CDS	2145			COG0480	Elongation factor G-like protein
KMMEJAPO_00136	gene	435				
KMMEJAPO_00136	CDS	435				hypothetical protein
KMMEJAPO_00137	gene	183				
KMMEJAPO_00137	CDS	183				hypothetical protein
KMMEJAPO_00138	gene	369				
KMMEJAPO_00138	CDS	369				hypothetical protein
KMMEJAPO_00139	gene	1464				
KMMEJAPO_00139	CDS	1464				hypothetical protein
KMMEJAPO_00140	gene	1068				
KMMEJAPO_00140	CDS	1068				hypothetical protein
KMMEJAPO_00141	gene	1806	treS			
KMMEJAPO_00141	CDS	1806	treS	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
KMMEJAPO_00142	gene	1368	mak			
KMMEJAPO_00142	CDS	1368	mak	2.7.1.175	COG3281	Maltokinase
KMMEJAPO_00143	gene	780				
KMMEJAPO_00143	CDS	780				hypothetical protein
KMMEJAPO_00144	gene	1023	fbpC			
KMMEJAPO_00144	CDS	1023	fbpC	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85C
KMMEJAPO_00145	gene	456				
KMMEJAPO_00145	CDS	456		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
KMMEJAPO_00146	gene	1344	bbsG			
KMMEJAPO_00146	CDS	1344	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
KMMEJAPO_00147	gene	1083	fgd2			
KMMEJAPO_00147	CDS	1083	fgd2	1.1.98.-	COG2141	F420-dependent hydroxymycolic acid dehydrogenase
KMMEJAPO_00148	gene	606				
KMMEJAPO_00148	CDS	606				hypothetical protein
KMMEJAPO_00149	gene	903				
KMMEJAPO_00149	CDS	903		3.3.2.10		Soluble epoxide hydrolase
KMMEJAPO_00150	gene	606				
KMMEJAPO_00150	CDS	606				hypothetical protein
KMMEJAPO_00151	gene	1326				
KMMEJAPO_00151	CDS	1326		1.14.-.-	COG2124	Putative cytochrome P450 138
KMMEJAPO_00152	gene	549	msrA			
KMMEJAPO_00152	CDS	549	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
KMMEJAPO_00153	gene	504				
KMMEJAPO_00153	CDS	504				hypothetical protein
KMMEJAPO_00154	gene	1023	auaH			
KMMEJAPO_00154	CDS	1023	auaH	1.1.1.394		Aurachin B dehydrogenase
KMMEJAPO_00155	gene	381				
KMMEJAPO_00155	CDS	381				hypothetical protein
KMMEJAPO_00156	gene	411				
KMMEJAPO_00156	CDS	411				hypothetical protein
KMMEJAPO_00157	gene	927				
KMMEJAPO_00157	CDS	927				hypothetical protein
KMMEJAPO_00158	gene	1479	clcB			
KMMEJAPO_00158	CDS	1479	clcB			Voltage-gated ClC-type chloride channel ClcB
KMMEJAPO_00159	gene	843				
KMMEJAPO_00159	CDS	843				hypothetical protein
KMMEJAPO_00160	gene	954				
KMMEJAPO_00160	CDS	954		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
KMMEJAPO_00161	gene	933				
KMMEJAPO_00161	CDS	933		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
KMMEJAPO_00162	gene	1521	aldH1			
KMMEJAPO_00162	CDS	1521	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
KMMEJAPO_00163	gene	861				
KMMEJAPO_00163	CDS	861		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
KMMEJAPO_00164	gene	969				
KMMEJAPO_00164	CDS	969		1.3.1.103		2-haloacrylate reductase
KMMEJAPO_00165	gene	288				
KMMEJAPO_00165	CDS	288				hypothetical protein
KMMEJAPO_00166	gene	1767				
KMMEJAPO_00166	CDS	1767				hypothetical protein
KMMEJAPO_00167	gene	1473				
KMMEJAPO_00167	CDS	1473				hypothetical protein
KMMEJAPO_00168	gene	225				
KMMEJAPO_00168	CDS	225				putative PE-PGRS family protein PE_PGRS24
KMMEJAPO_00169	gene	831				
KMMEJAPO_00169	CDS	831				hypothetical protein
KMMEJAPO_00170	gene	1212	caiA_1			
KMMEJAPO_00170	CDS	1212	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
KMMEJAPO_00171	gene	1101	pntAA			
KMMEJAPO_00171	CDS	1101	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
KMMEJAPO_00172	gene	333				
KMMEJAPO_00172	CDS	333				hypothetical protein
KMMEJAPO_00173	gene	1428	pntB			
KMMEJAPO_00173	CDS	1428	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
KMMEJAPO_00174	gene	126				
KMMEJAPO_00174	CDS	126				hypothetical protein
KMMEJAPO_00175	gene	645	kstR2_1			
KMMEJAPO_00175	CDS	645	kstR2_1			HTH-type transcriptional repressor KstR2
KMMEJAPO_00176	gene	1407	PE3_1			
KMMEJAPO_00176	CDS	1407	PE3_1			PE family protein PE3
KMMEJAPO_00177	gene	1509	PE3_2			
KMMEJAPO_00177	CDS	1509	PE3_2			PE family protein PE3
KMMEJAPO_00178	gene	1374				
KMMEJAPO_00178	CDS	1374		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
KMMEJAPO_00179	gene	1119	adhB_1			
KMMEJAPO_00179	CDS	1119	adhB_1	1.1.1.1	COG1062	Alcohol dehydrogenase B
KMMEJAPO_00180	gene	456				
KMMEJAPO_00180	CDS	456				hypothetical protein
KMMEJAPO_00181	gene	441				
KMMEJAPO_00181	CDS	441				hypothetical protein
KMMEJAPO_00182	gene	795				
KMMEJAPO_00182	CDS	795				hypothetical protein
KMMEJAPO_00183	gene	1665				
KMMEJAPO_00183	CDS	1665		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
KMMEJAPO_00184	gene	798				
KMMEJAPO_00184	CDS	798				hypothetical protein
KMMEJAPO_00185	gene	870				
KMMEJAPO_00185	CDS	870				hypothetical protein
KMMEJAPO_00186	gene	1365				
KMMEJAPO_00186	CDS	1365				hypothetical protein
KMMEJAPO_00187	gene	1041				
KMMEJAPO_00187	CDS	1041				hypothetical protein
KMMEJAPO_00188	gene	1548				
KMMEJAPO_00188	CDS	1548				hypothetical protein
KMMEJAPO_00189	gene	1593				
KMMEJAPO_00189	CDS	1593				hypothetical protein
KMMEJAPO_00190	gene	1173	lprN_1			
KMMEJAPO_00190	CDS	1173	lprN_1			Lipoprotein LprN
KMMEJAPO_00191	gene	1548				
KMMEJAPO_00191	CDS	1548				hypothetical protein
KMMEJAPO_00192	gene	708				
KMMEJAPO_00192	CDS	708				hypothetical protein
KMMEJAPO_00193	gene	969				
KMMEJAPO_00193	CDS	969				hypothetical protein
KMMEJAPO_00194	gene	555				
KMMEJAPO_00194	CDS	555				hypothetical protein
KMMEJAPO_00195	gene	735				
KMMEJAPO_00195	CDS	735				hypothetical protein
KMMEJAPO_00196	gene	1110				
KMMEJAPO_00196	CDS	1110				hypothetical protein
KMMEJAPO_00197	gene	1359				
KMMEJAPO_00197	CDS	1359				hypothetical protein
KMMEJAPO_00198	gene	735				
KMMEJAPO_00198	CDS	735		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
KMMEJAPO_00199	gene	999	sigG			
KMMEJAPO_00199	CDS	999	sigG		COG1595	ECF RNA polymerase sigma factor SigG
KMMEJAPO_00200	gene	897				
KMMEJAPO_00200	CDS	897		3.1.1.23	COG2267	Monoacylglycerol lipase
KMMEJAPO_00201	gene	750				
KMMEJAPO_00201	CDS	750				hypothetical protein
KMMEJAPO_00202	gene	510				
KMMEJAPO_00202	CDS	510				hypothetical protein
KMMEJAPO_00203	gene	2076	bglB			
KMMEJAPO_00203	CDS	2076	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
KMMEJAPO_00204	gene	147	mymT			
KMMEJAPO_00204	CDS	147	mymT			Metallothionein
KMMEJAPO_00205	gene	657				
KMMEJAPO_00205	CDS	657		2.1.1.6	COG4122	Catechol O-methyltransferase
KMMEJAPO_00206	gene	432				
KMMEJAPO_00206	CDS	432				hypothetical protein
KMMEJAPO_00207	gene	1728	ilvD			
KMMEJAPO_00207	CDS	1728	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
KMMEJAPO_00208	gene	291	ricR			
KMMEJAPO_00208	CDS	291	ricR		COG1937	Copper-sensing transcriptional repressor RicR
KMMEJAPO_00209	gene	1242				
KMMEJAPO_00209	CDS	1242			COG2814	Chloramphenicol efflux pump
KMMEJAPO_00210	gene	303				
KMMEJAPO_00210	CDS	303				hypothetical protein
KMMEJAPO_00211	gene	765				
KMMEJAPO_00211	CDS	765		2.3.2.-	COG1376	L,D-transpeptidase 4
KMMEJAPO_00212	gene	1848				
KMMEJAPO_00212	CDS	1848				hypothetical protein
KMMEJAPO_00213	gene	120				
KMMEJAPO_00213	CDS	120				hypothetical protein
KMMEJAPO_00214	gene	3585				
KMMEJAPO_00214	CDS	3585		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
KMMEJAPO_00215	gene	768				
KMMEJAPO_00215	CDS	768				hypothetical protein
KMMEJAPO_00216	gene	585				
KMMEJAPO_00216	CDS	585			COG1309	putative HTH-type transcriptional regulator
KMMEJAPO_00217	gene	2247	napA			
KMMEJAPO_00217	CDS	2247	napA	1.9.6.1		Periplasmic nitrate reductase
KMMEJAPO_00218	gene	1992	pepO			
KMMEJAPO_00218	CDS	1992	pepO	3.4.24.-	COG3590	Neutral endopeptidase
KMMEJAPO_00219	gene	660				
KMMEJAPO_00219	CDS	660				hypothetical protein
KMMEJAPO_00220	gene	690				
KMMEJAPO_00220	CDS	690				hypothetical protein
KMMEJAPO_00221	gene	504				
KMMEJAPO_00221	CDS	504				hypothetical protein
KMMEJAPO_00222	gene	2898				
KMMEJAPO_00222	CDS	2898			COG2409	Heme uptake protein MmpL11
KMMEJAPO_00223	gene	411				
KMMEJAPO_00223	CDS	411				Heme-binding protein
KMMEJAPO_00224	gene	1284				
KMMEJAPO_00224	CDS	1284				hypothetical protein
KMMEJAPO_00225	gene	1104				
KMMEJAPO_00225	CDS	1104			COG0628	Putative transport protein
KMMEJAPO_00226	gene	2835	mmpL3_1			
KMMEJAPO_00226	CDS	2835	mmpL3_1		COG2409	Trehalose monomycolate exporter MmpL3
KMMEJAPO_00227	gene	735				
KMMEJAPO_00227	CDS	735				hypothetical protein
KMMEJAPO_00228	gene	594	trmB			
KMMEJAPO_00228	CDS	594	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
KMMEJAPO_00229	gene	1086				
KMMEJAPO_00229	CDS	1086				hypothetical protein
KMMEJAPO_00230	gene	1479				
KMMEJAPO_00230	CDS	1479				hypothetical protein
KMMEJAPO_00231	gene	1821	pckG			
KMMEJAPO_00231	CDS	1821	pckG	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
KMMEJAPO_00232	gene	972	nadR			
KMMEJAPO_00232	CDS	972	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
KMMEJAPO_00233	gene	1317				
KMMEJAPO_00233	CDS	1317				hypothetical protein
KMMEJAPO_00234	gene	1518				
KMMEJAPO_00234	CDS	1518		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
KMMEJAPO_00235	gene	1074	mcd			
KMMEJAPO_00235	CDS	1074	mcd	1.3.8.12	COG1960	(2S)-methylsuccinyl-CoA dehydrogenase
KMMEJAPO_00236	gene	1014	mch			
KMMEJAPO_00236	CDS	1014	mch	4.2.1.148	COG2030	Beta-methylmalyl-CoA dehydratase
KMMEJAPO_00237	gene	909	aes_1			
KMMEJAPO_00237	CDS	909	aes_1	3.1.1.-		Acetyl esterase
KMMEJAPO_00238	gene	1329				
KMMEJAPO_00238	CDS	1329				hypothetical protein
KMMEJAPO_00239	gene	549				
KMMEJAPO_00239	CDS	549				hypothetical protein
KMMEJAPO_00240	gene	1212				
KMMEJAPO_00240	CDS	1212				hypothetical protein
KMMEJAPO_00241	gene	1410				
KMMEJAPO_00241	CDS	1410		2.3.1.20		Putative diacyglycerol O-acyltransferase
KMMEJAPO_00242	gene	789	caiD_1			
KMMEJAPO_00242	CDS	789	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
KMMEJAPO_00243	gene	1464	geoB			
