locus_tag	ftype	length_bp	gene	EC_number	COG	product
INOEJNDB_00019	gene	1296	pknA			
INOEJNDB_00019	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
INOEJNDB_00020	gene	1476	pbpA			
INOEJNDB_00020	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
INOEJNDB_00021	gene	1410	rodA			
INOEJNDB_00021	CDS	1410	rodA		COG0772	putative FtsW-like protein
INOEJNDB_00022	gene	1536	pstP			
INOEJNDB_00022	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
INOEJNDB_00023	gene	468	fhaB			
INOEJNDB_00023	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
INOEJNDB_00024	gene	1566	fhaA			
INOEJNDB_00024	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
INOEJNDB_00025	gene	85				
INOEJNDB_00025	tRNA	85				tRNA-Leu(cag)
INOEJNDB_00026	gene	270				
INOEJNDB_00026	CDS	270				hypothetical protein
INOEJNDB_00027	gene	969	IMPDH			
INOEJNDB_00027	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
INOEJNDB_00028	gene	420	whiB5			
INOEJNDB_00028	CDS	420	whiB5			Transcriptional regulator WhiB5
INOEJNDB_00029	gene	771				
INOEJNDB_00029	CDS	771			COG1396	putative HTH-type transcriptional regulator
INOEJNDB_00030	gene	846				
INOEJNDB_00030	CDS	846				hypothetical protein
INOEJNDB_00031	gene	363				
INOEJNDB_00031	CDS	363				putative protein
INOEJNDB_00032	gene	1434				
INOEJNDB_00032	CDS	1434				hypothetical protein
INOEJNDB_00033	gene	318				
INOEJNDB_00033	CDS	318				hypothetical protein
INOEJNDB_00034	gene	306				
INOEJNDB_00034	CDS	306				putative protein
INOEJNDB_00035	gene	144				
INOEJNDB_00035	CDS	144				putative proteinA
INOEJNDB_00036	gene	876				
INOEJNDB_00036	CDS	876				hypothetical protein
INOEJNDB_00037	gene	330				
INOEJNDB_00037	CDS	330				putative protein
INOEJNDB_00038	gene	1506	bioF2_1			
INOEJNDB_00038	CDS	1506	bioF2_1	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
INOEJNDB_00039	gene	813	bioF2_2			
INOEJNDB_00039	CDS	813	bioF2_2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
INOEJNDB_00040	gene	264	acpP			
INOEJNDB_00040	CDS	264	acpP			Acyl carrier protein
INOEJNDB_00041	gene	396				
INOEJNDB_00041	CDS	396			COG3631	putative protein
INOEJNDB_00042	gene	1689	menE_1			
INOEJNDB_00042	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
INOEJNDB_00043	gene	774				
INOEJNDB_00043	CDS	774				putative protein
INOEJNDB_00044	gene	1311				
INOEJNDB_00044	CDS	1311			COG0477	putative MFS-type transporter
INOEJNDB_00045	gene	633				
INOEJNDB_00045	CDS	633				hypothetical protein
INOEJNDB_00046	gene	348				
INOEJNDB_00046	CDS	348				hypothetical protein
INOEJNDB_00047	gene	933				
INOEJNDB_00047	CDS	933				Proline-rich 28 kDa antigen
INOEJNDB_00048	gene	2877	leuS			
INOEJNDB_00048	CDS	2877	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
INOEJNDB_00049	gene	627				
INOEJNDB_00049	CDS	627				hypothetical protein
INOEJNDB_00050	gene	735				
INOEJNDB_00050	CDS	735			COG1802	putative HTH-type transcriptional regulator
INOEJNDB_00051	gene	795	rutA			
INOEJNDB_00051	CDS	795	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
INOEJNDB_00052	gene	897				
INOEJNDB_00052	CDS	897		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
INOEJNDB_00053	gene	1104	ino1			
INOEJNDB_00053	CDS	1104	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
INOEJNDB_00054	gene	543				
INOEJNDB_00054	CDS	543				hypothetical protein
INOEJNDB_00055	gene	870				
INOEJNDB_00055	CDS	870				putative protein
INOEJNDB_00056	gene	414				
INOEJNDB_00056	CDS	414				putative protein
INOEJNDB_00057	gene	2472	ponA1			
INOEJNDB_00057	CDS	2472	ponA1		COG0744	Penicillin-binding protein 1A
INOEJNDB_00058	gene	1683				
INOEJNDB_00058	CDS	1683				hypothetical protein
INOEJNDB_00059	gene	639	inhA_1			
INOEJNDB_00059	CDS	639	inhA_1	4.2.1.103		Isonitrile hydratase
INOEJNDB_00060	gene	291	rpsF			
INOEJNDB_00060	CDS	291	rpsF		COG0360	30S ribosomal protein S6
INOEJNDB_00061	gene	495	ssb			
INOEJNDB_00061	CDS	495	ssb		COG0629	Single-stranded DNA-binding protein
INOEJNDB_00062	gene	255	rpsR1_1			
INOEJNDB_00062	CDS	255	rpsR1_1		COG0238	30S ribosomal protein S18 1
INOEJNDB_00063	gene	459	rplI			
INOEJNDB_00063	CDS	459	rplI		COG0359	50S ribosomal protein L9
INOEJNDB_00064	gene	522				
INOEJNDB_00064	CDS	522				hypothetical protein
INOEJNDB_00065	gene	2625	dnaB			
INOEJNDB_00065	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
INOEJNDB_00066	gene	693				
INOEJNDB_00066	CDS	693				hypothetical protein
INOEJNDB_00067	gene	1059				
INOEJNDB_00067	CDS	1059				hypothetical protein
INOEJNDB_00068	gene	654				
INOEJNDB_00068	CDS	654				hypothetical protein
INOEJNDB_00069	gene	924	cenA			
INOEJNDB_00069	CDS	924	cenA	3.2.1.4	COG5297	Endoglucanase A
INOEJNDB_00070	gene	1440	yvdP			
INOEJNDB_00070	CDS	1440	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
INOEJNDB_00071	gene	156				
INOEJNDB_00071	CDS	156				hypothetical protein
INOEJNDB_00072	gene	2940				
INOEJNDB_00072	CDS	2940				hypothetical protein
INOEJNDB_00073	gene	240				
INOEJNDB_00073	CDS	240				hypothetical protein
INOEJNDB_00074	gene	402	vapC9_1			
INOEJNDB_00074	CDS	402	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
INOEJNDB_00075	gene	2238	icd2			
INOEJNDB_00075	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
INOEJNDB_00076	gene	570				
INOEJNDB_00076	CDS	570				hypothetical protein
INOEJNDB_00077	gene	912				
INOEJNDB_00077	CDS	912				hypothetical protein
INOEJNDB_00078	gene	1386	sdaA			
INOEJNDB_00078	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
INOEJNDB_00079	gene	1278	glyA2			
INOEJNDB_00079	CDS	1278	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
INOEJNDB_00080	gene	91				
INOEJNDB_00080	misc_RNA	91				Glycine
INOEJNDB_00081	gene	708				
INOEJNDB_00081	CDS	708				hypothetical protein
INOEJNDB_00082	gene	99				
INOEJNDB_00082	misc_RNA	99				Intron_gpII
INOEJNDB_00083	gene	1050				
INOEJNDB_00083	CDS	1050			COG0577	putative ABC transporter permease
INOEJNDB_00084	gene	993				
INOEJNDB_00084	CDS	993			COG0664	putative ABC transporter ATP-binding protein
INOEJNDB_00085	gene	1236	hutI_1			
INOEJNDB_00085	CDS	1236	hutI_1	3.5.2.7		Imidazolonepropionase
INOEJNDB_00086	gene	1173	metC			
INOEJNDB_00086	CDS	1173	metC	4.4.1.13	COG1168	Cystathionine beta-lyase
INOEJNDB_00087	gene	390				
INOEJNDB_00087	CDS	390				hypothetical protein
INOEJNDB_00088	gene	831	oleB			
INOEJNDB_00088	CDS	831	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
INOEJNDB_00089	gene	606	tetC			
INOEJNDB_00089	CDS	606	tetC			Transposon Tn10 TetC protein
INOEJNDB_00090	gene	594				
INOEJNDB_00090	CDS	594				hypothetical protein
INOEJNDB_00091	gene	207				
INOEJNDB_00091	CDS	207				hypothetical protein
INOEJNDB_00092	gene	822				
INOEJNDB_00092	CDS	822				Dormancy associated translation inhibitor
INOEJNDB_00093	gene	354				
INOEJNDB_00093	CDS	354				putative protein
INOEJNDB_00094	gene	345				
INOEJNDB_00094	CDS	345			COG0640	putative HTH-type transcriptional regulator
INOEJNDB_00095	gene	480	hycG			
INOEJNDB_00095	CDS	480	hycG		COG3260	Formate hydrogenlyase subunit 7
INOEJNDB_00096	gene	1923	hyfB			
INOEJNDB_00096	CDS	1923	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
INOEJNDB_00097	gene	951	hycD			
INOEJNDB_00097	CDS	951	hycD		COG0650	Formate hydrogenlyase subunit 4
INOEJNDB_00098	gene	663				
INOEJNDB_00098	CDS	663				hypothetical protein
INOEJNDB_00099	gene	1467	ndhB			
INOEJNDB_00099	CDS	1467	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
INOEJNDB_00100	gene	1476	hycE			
INOEJNDB_00100	CDS	1476	hycE		COG3261	Formate hydrogenlyase subunit 5
INOEJNDB_00101	gene	480				
INOEJNDB_00101	CDS	480				putative protein
INOEJNDB_00102	gene	594	COQ3_1			
INOEJNDB_00102	CDS	594	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
INOEJNDB_00103	gene	771				
INOEJNDB_00103	CDS	771			COG3305	putative protein
INOEJNDB_00104	gene	195				
INOEJNDB_00104	CDS	195				hypothetical protein
INOEJNDB_00105	gene	768	mtnN_1			
INOEJNDB_00105	CDS	768	mtnN_1	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
INOEJNDB_00106	gene	2286	ctpA			
INOEJNDB_00106	CDS	2286	ctpA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
INOEJNDB_00107	gene	711				
INOEJNDB_00107	CDS	711			COG5660	putative protein
INOEJNDB_00108	gene	960				
INOEJNDB_00108	CDS	960				putative protein
INOEJNDB_00109	gene	1392				
INOEJNDB_00109	CDS	1392				hypothetical protein
INOEJNDB_00110	gene	870				
INOEJNDB_00110	CDS	870		1.-.-.-	COG2175	Putative dioxygenase
INOEJNDB_00111	gene	552				
INOEJNDB_00111	CDS	552				putative protein
INOEJNDB_00112	gene	1599				
INOEJNDB_00112	CDS	1599		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase FadD10
INOEJNDB_00113	gene	249				
INOEJNDB_00113	CDS	249				putative protein
INOEJNDB_00114	gene	7539	dltA			
INOEJNDB_00114	CDS	7539	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
INOEJNDB_00115	gene	1923				
INOEJNDB_00115	CDS	1923			COG3336	putative protein
INOEJNDB_00116	gene	2259	ctpB			
INOEJNDB_00116	CDS	2259	ctpB	3.6.3.-	COG2217	Cation-transporting P-type ATPase B
INOEJNDB_00117	gene	1515				
INOEJNDB_00117	CDS	1515				hypothetical protein
INOEJNDB_00118	gene	285				
INOEJNDB_00118	CDS	285				hypothetical protein
INOEJNDB_00119	gene	1197				
INOEJNDB_00119	CDS	1197			COG0523	putative protein
INOEJNDB_00120	gene	4878	ctpI_1			
INOEJNDB_00120	CDS	4878	ctpI_1	3.6.3.-	COG0474	putative cation-transporting ATPase I
INOEJNDB_00121	gene	243				
INOEJNDB_00121	CDS	243				hypothetical protein
INOEJNDB_00122	gene	1491				
INOEJNDB_00122	CDS	1491				hypothetical protein
INOEJNDB_00123	gene	750	glpG			
INOEJNDB_00123	CDS	750	glpG	3.4.21.105		Rhomboid protease GlpG
INOEJNDB_00124	gene	2058				
INOEJNDB_00124	CDS	2058				hypothetical protein
INOEJNDB_00125	gene	957	rmd			
INOEJNDB_00125	CDS	957	rmd	1.1.1.281		GDP-6-deoxy-D-mannose reductase
INOEJNDB_00126	gene	624	gmhA			
INOEJNDB_00126	CDS	624	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
INOEJNDB_00127	gene	573	hisB_1			
INOEJNDB_00127	CDS	573	hisB_1	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
INOEJNDB_00128	gene	1068	hddA			
INOEJNDB_00128	CDS	1068	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
INOEJNDB_00129	gene	189				
INOEJNDB_00129	CDS	189				hypothetical protein
INOEJNDB_00130	gene	756	ldtA			
INOEJNDB_00130	CDS	756	ldtA	2.3.2.-	COG1376	L,D-transpeptidase 1
INOEJNDB_00131	gene	945	oxyR			
INOEJNDB_00131	CDS	945	oxyR			putative hydrogen peroxide-inducible genes activator
INOEJNDB_00132	gene	1749	oxc			
INOEJNDB_00132	CDS	1749	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
INOEJNDB_00133	gene	1629	sauT			
INOEJNDB_00133	CDS	1629	sauT	6.2.1.-	COG0318	putative sulfoacetate--CoA ligase
INOEJNDB_00134	gene	2145				
INOEJNDB_00134	CDS	2145			COG0480	Elongation factor G-like protein
INOEJNDB_00135	gene	435				
INOEJNDB_00135	CDS	435				hypothetical protein
INOEJNDB_00136	gene	183				
INOEJNDB_00136	CDS	183				hypothetical protein
INOEJNDB_00137	gene	369				
INOEJNDB_00137	CDS	369				hypothetical protein
INOEJNDB_00138	gene	1608				
INOEJNDB_00138	CDS	1608				hypothetical protein
INOEJNDB_00139	gene	1068				
INOEJNDB_00139	CDS	1068				hypothetical protein
INOEJNDB_00140	gene	1806	treS			
INOEJNDB_00140	CDS	1806	treS	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
INOEJNDB_00141	gene	1368	mak			
INOEJNDB_00141	CDS	1368	mak	2.7.1.175		Maltokinase
INOEJNDB_00142	gene	780				
INOEJNDB_00142	CDS	780				hypothetical protein
INOEJNDB_00143	gene	1023	fbpC			
INOEJNDB_00143	CDS	1023	fbpC	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85C
INOEJNDB_00144	gene	456				
INOEJNDB_00144	CDS	456		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
INOEJNDB_00145	gene	1344	bbsG			
INOEJNDB_00145	CDS	1344	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
INOEJNDB_00146	gene	1083	fgd2			
INOEJNDB_00146	CDS	1083	fgd2	1.1.98.-	COG2141	F420-dependent hydroxymycolic acid dehydrogenase
INOEJNDB_00147	gene	606				
INOEJNDB_00147	CDS	606				hypothetical protein
INOEJNDB_00148	gene	903				
INOEJNDB_00148	CDS	903		3.3.2.10		Soluble epoxide hydrolase
INOEJNDB_00149	gene	606				
INOEJNDB_00149	CDS	606				hypothetical protein
INOEJNDB_00150	gene	1326				
INOEJNDB_00150	CDS	1326		1.14.-.-	COG2124	Putative cytochrome P450 138
INOEJNDB_00151	gene	549	msrA			
INOEJNDB_00151	CDS	549	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
INOEJNDB_00152	gene	504				
INOEJNDB_00152	CDS	504				hypothetical protein
INOEJNDB_00153	gene	1023	auaH			
INOEJNDB_00153	CDS	1023	auaH	1.1.1.394		Aurachin B dehydrogenase
INOEJNDB_00154	gene	381				
INOEJNDB_00154	CDS	381				hypothetical protein
INOEJNDB_00155	gene	411				
INOEJNDB_00155	CDS	411				hypothetical protein
INOEJNDB_00156	gene	927				
INOEJNDB_00156	CDS	927				hypothetical protein
INOEJNDB_00157	gene	1479	clcB			
INOEJNDB_00157	CDS	1479	clcB			Voltage-gated ClC-type chloride channel ClcB
INOEJNDB_00158	gene	489				
INOEJNDB_00158	CDS	489				hypothetical protein
INOEJNDB_00159	gene	360				
INOEJNDB_00159	CDS	360				hypothetical protein
INOEJNDB_00160	gene	954				
INOEJNDB_00160	CDS	954		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
INOEJNDB_00161	gene	933				
INOEJNDB_00161	CDS	933		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
INOEJNDB_00162	gene	1521	aldH1			
INOEJNDB_00162	CDS	1521	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
INOEJNDB_00163	gene	861				
INOEJNDB_00163	CDS	861		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
INOEJNDB_00164	gene	969				
INOEJNDB_00164	CDS	969		1.3.1.103		2-haloacrylate reductase
INOEJNDB_00165	gene	288				
INOEJNDB_00165	CDS	288				hypothetical protein
INOEJNDB_00166	gene	1767				
INOEJNDB_00166	CDS	1767				hypothetical protein
INOEJNDB_00167	gene	1473				
INOEJNDB_00167	CDS	1473				hypothetical protein
INOEJNDB_00168	gene	225				
INOEJNDB_00168	CDS	225				putative PE-PGRS family protein PE_PGRS24
INOEJNDB_00169	gene	831				
INOEJNDB_00169	CDS	831				hypothetical protein
INOEJNDB_00170	gene	1212	caiA_1			
INOEJNDB_00170	CDS	1212	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
INOEJNDB_00171	gene	1101	pntAA			
INOEJNDB_00171	CDS	1101	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
INOEJNDB_00172	gene	333				
INOEJNDB_00172	CDS	333				hypothetical protein
INOEJNDB_00173	gene	1428	pntB			
INOEJNDB_00173	CDS	1428	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
INOEJNDB_00174	gene	126				
INOEJNDB_00174	CDS	126				hypothetical protein
INOEJNDB_00175	gene	645	kstR2_1			
INOEJNDB_00175	CDS	645	kstR2_1			HTH-type transcriptional repressor KstR2
INOEJNDB_00176	gene	1407	PE3_1			
INOEJNDB_00176	CDS	1407	PE3_1			PE family protein PE3
INOEJNDB_00177	gene	1509	PE3_2			
INOEJNDB_00177	CDS	1509	PE3_2			PE family protein PE3
INOEJNDB_00178	gene	1350				
INOEJNDB_00178	CDS	1350		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
INOEJNDB_00179	gene	1119	adhB_1			
INOEJNDB_00179	CDS	1119	adhB_1	1.1.1.1	COG1062	Alcohol dehydrogenase B
INOEJNDB_00180	gene	456				
INOEJNDB_00180	CDS	456				hypothetical protein
INOEJNDB_00181	gene	441				
INOEJNDB_00181	CDS	441				hypothetical protein
INOEJNDB_00182	gene	816				
INOEJNDB_00182	CDS	816				hypothetical protein
INOEJNDB_00183	gene	1665				
INOEJNDB_00183	CDS	1665		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
INOEJNDB_00184	gene	798				
INOEJNDB_00184	CDS	798				hypothetical protein
INOEJNDB_00185	gene	870				
INOEJNDB_00185	CDS	870				hypothetical protein
INOEJNDB_00186	gene	1365				
INOEJNDB_00186	CDS	1365				hypothetical protein
INOEJNDB_00187	gene	1041				
INOEJNDB_00187	CDS	1041				hypothetical protein
INOEJNDB_00188	gene	1518				
INOEJNDB_00188	CDS	1518				hypothetical protein
INOEJNDB_00189	gene	1593				
INOEJNDB_00189	CDS	1593				hypothetical protein
INOEJNDB_00190	gene	1173	lprN_1			
INOEJNDB_00190	CDS	1173	lprN_1			Lipoprotein LprN
INOEJNDB_00191	gene	1548				
INOEJNDB_00191	CDS	1548				hypothetical protein
INOEJNDB_00192	gene	708				
INOEJNDB_00192	CDS	708				hypothetical protein
INOEJNDB_00193	gene	969				
INOEJNDB_00193	CDS	969				hypothetical protein
INOEJNDB_00194	gene	555				
INOEJNDB_00194	CDS	555				hypothetical protein
INOEJNDB_00195	gene	735				
INOEJNDB_00195	CDS	735				hypothetical protein
INOEJNDB_00196	gene	1110				
INOEJNDB_00196	CDS	1110				hypothetical protein
INOEJNDB_00197	gene	1359				
INOEJNDB_00197	CDS	1359				hypothetical protein
INOEJNDB_00198	gene	735				
INOEJNDB_00198	CDS	735		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
INOEJNDB_00199	gene	999	sigG			
INOEJNDB_00199	CDS	999	sigG		COG1595	ECF RNA polymerase sigma factor SigG
INOEJNDB_00200	gene	897				
INOEJNDB_00200	CDS	897		3.1.1.23	COG2267	Monoacylglycerol lipase
INOEJNDB_00201	gene	750				
INOEJNDB_00201	CDS	750				hypothetical protein
INOEJNDB_00202	gene	510				
INOEJNDB_00202	CDS	510				hypothetical protein
INOEJNDB_00203	gene	2076	bglB			
INOEJNDB_00203	CDS	2076	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
INOEJNDB_00204	gene	147	mymT			
INOEJNDB_00204	CDS	147	mymT			Metallothionein
INOEJNDB_00205	gene	657				
INOEJNDB_00205	CDS	657		2.1.1.6	COG4122	Catechol O-methyltransferase
INOEJNDB_00206	gene	432				
INOEJNDB_00206	CDS	432				hypothetical protein
INOEJNDB_00207	gene	1728	ilvD			
INOEJNDB_00207	CDS	1728	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
INOEJNDB_00208	gene	291	ricR			
INOEJNDB_00208	CDS	291	ricR		COG1937	Copper-sensing transcriptional repressor RicR
INOEJNDB_00209	gene	1242				
INOEJNDB_00209	CDS	1242			COG2814	Chloramphenicol efflux pump
INOEJNDB_00210	gene	1059				
INOEJNDB_00210	CDS	1059		2.3.2.-	COG1376	L,D-transpeptidase 4
INOEJNDB_00211	gene	1827				
INOEJNDB_00211	CDS	1827				hypothetical protein
INOEJNDB_00212	gene	120				
INOEJNDB_00212	CDS	120				hypothetical protein
INOEJNDB_00213	gene	3585				
INOEJNDB_00213	CDS	3585		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
INOEJNDB_00214	gene	768				
INOEJNDB_00214	CDS	768				hypothetical protein
INOEJNDB_00215	gene	585				
INOEJNDB_00215	CDS	585			COG1309	putative HTH-type transcriptional regulator
INOEJNDB_00216	gene	2247	napA			
INOEJNDB_00216	CDS	2247	napA	1.9.6.1		Periplasmic nitrate reductase
INOEJNDB_00217	gene	1992	pepO			
INOEJNDB_00217	CDS	1992	pepO	3.4.24.-	COG3590	Neutral endopeptidase
INOEJNDB_00218	gene	660				
INOEJNDB_00218	CDS	660				hypothetical protein
INOEJNDB_00219	gene	690				
INOEJNDB_00219	CDS	690				hypothetical protein
INOEJNDB_00220	gene	504				
INOEJNDB_00220	CDS	504				hypothetical protein
INOEJNDB_00221	gene	2898				
INOEJNDB_00221	CDS	2898			COG2409	Heme uptake protein MmpL11
INOEJNDB_00222	gene	411				
INOEJNDB_00222	CDS	411				Heme-binding protein
INOEJNDB_00223	gene	1284				
INOEJNDB_00223	CDS	1284				hypothetical protein
INOEJNDB_00224	gene	1104				
INOEJNDB_00224	CDS	1104			COG0628	Putative transport protein
INOEJNDB_00225	gene	2835	mmpL3_1			
INOEJNDB_00225	CDS	2835	mmpL3_1		COG2409	Trehalose monomycolate exporter MmpL3
INOEJNDB_00226	gene	735				
INOEJNDB_00226	CDS	735				hypothetical protein
INOEJNDB_00227	gene	594	trmB			
INOEJNDB_00227	CDS	594	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
INOEJNDB_00228	gene	1086				
INOEJNDB_00228	CDS	1086				hypothetical protein
INOEJNDB_00229	gene	1143				
INOEJNDB_00229	CDS	1143				hypothetical protein
INOEJNDB_00230	gene	342				
INOEJNDB_00230	CDS	342				hypothetical protein
INOEJNDB_00231	gene	1821	pckG			
INOEJNDB_00231	CDS	1821	pckG	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
INOEJNDB_00232	gene	972	nadR			
INOEJNDB_00232	CDS	972	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
INOEJNDB_00233	gene	1317				
INOEJNDB_00233	CDS	1317				hypothetical protein
INOEJNDB_00234	gene	1518				
INOEJNDB_00234	CDS	1518		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
INOEJNDB_00235	gene	1167	mmgC_1			
INOEJNDB_00235	CDS	1167	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
INOEJNDB_00236	gene	1014	mch			
INOEJNDB_00236	CDS	1014	mch	4.2.1.148	COG2030	Beta-methylmalyl-CoA dehydratase
INOEJNDB_00237	gene	909	aes_1			
INOEJNDB_00237	CDS	909	aes_1	3.1.1.-		Acetyl esterase
INOEJNDB_00238	gene	1329				
INOEJNDB_00238	CDS	1329				hypothetical protein
INOEJNDB_00239	gene	549				
INOEJNDB_00239	CDS	549				hypothetical protein
INOEJNDB_00240	gene	1212				
INOEJNDB_00240	CDS	1212				hypothetical protein
INOEJNDB_00241	gene	1410				
INOEJNDB_00241	CDS	1410		2.3.1.20		Putative diacyglycerol O-acyltransferase
INOEJNDB_00242	gene	789	caiD_1			
INOEJNDB_00242	CDS	789	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
INOEJNDB_00243	gene	1464	geoB			
INOEJNDB_00243	CDS	1464	geoB	1.2.1.86		Geranial dehydrogenase
INOEJNDB_00244	gene	765				
INOEJNDB_00244	CDS	765		2.1.1.-		putative methyltransferase
INOEJNDB_00245	gene	1155	mshA_1			
INOEJNDB_00245	CDS	1155	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
INOEJNDB_00246	gene	1731				
INOEJNDB_00246	CDS	1731				hypothetical protein
INOEJNDB_00247	gene	1281	porA			
INOEJNDB_00247	CDS	1281	porA			Porin PorA
INOEJNDB_00248	gene	1299				
INOEJNDB_00248	CDS	1299				hypothetical protein
INOEJNDB_00249	gene	414				
INOEJNDB_00249	CDS	414		3.1.-.-	COG1487	Ribonuclease VapC51
INOEJNDB_00250	gene	195				
INOEJNDB_00250	CDS	195				Putative antitoxin VapB51
INOEJNDB_00251	gene	981	php			
